Obra	id	tamanho	autor	genero	aspetu	compl	oracoes	rels	passiva	imperfeito	perfeito	ppc	progressiva	maisperfeito	conjuntivo	proprios	pontu	travessao	neg	pessfem	primpess	virg	interr	excl	coords	adjs	sexo	cor	naocor	roupa	corpo	familia	dor	saude	saudegen	medicina	doenca	progressao	remedio	psico	causasaude	acessoriosaude	dizer	relato	direto	indireto	emocoes	admirar	alivio	amor	ausencia	coragem	cor.humana	desejo	desespero	esperanca	familia.dinamica	familia.lacos	feliz	furia	gen	grato	humildade	infeliz	ingrato	insatisfeito	inveja	medo	odio	orgulho	outra	pena	pred.aparencia	pred.carater	pred.emo	pred.outro	pred.social	satisfeito	saudade	saude.psico	saude.remedio	surpresa	vergonha	Acessório	Amarelo	Ausência	Azul	Blusão	Branco	Braço	Cabeça	Cabelo	Calças	CalçasCurtas	Camisola	CasacoCerimónia	CasacoCurtoHomem	CasacoCurtoMulher	CasacoImpermeável	CasacoMalha	CasacoMulher	CasacoQuenteInverno	Castanho	Chapéu	Cinzento	ConjuntoMulher	CorNãoEspecificada	CorpoNãoEspecificada	Creme	Dourado	ElementosRoupa	FatoHomem	Interno	Jaqueta	Jeans	Laranja	Materiais	Meias	Múltipla	mulher	Osso	OutrasCores	OutrasRoupas	Pele	Perna	Prateado	Preto	Rosa	RoupaDormir	RoupaInterior	RoupaNãoEspecificada	RoupaProfissional	Roxo	Saia	Sangue	Sapatos	Sexual	Tronco	unissexo	Verde	Vermelho	Vestido	corpus	data	escola	escola2	numfrases
Aventuras_de_Dona_Redonda	738	66763	VirCA	Prosa:romance	400	519	7930	794	152	1839	2689	11	14	231	472	2702	11552	1541	790	308	1959	3411	938	910	3115	2989	fem	206	35	244	926	105	1	10	2	4	2	2	0	0	0	0	913	67	13	55	1070	52	32	206	6	70	2	456	64	56	0	0	390	162	64	10	28	166	0	16	2	114	16	80	30	10	0	0	14	0	10	142	2	16	0	104	66	41	12	0	26	0	18	127	410	19	3	2	0	0	0	0	0	0	2	14	3	15	3	1	24	11	0	10	7	0	1	0	0	0	28	8	0	0	0	5	7	5	81	2	17	6	0	2	27	7	3	7	0	17	16	54	0	36	36	7	NOBRE	1943	desc	desc	5613
Aventuras_do_sr._Criptogamo_:_romance_humorístico	638	9437	AlfMPin	Prosa:romance	30	69	749	195	32	213	255	1	3	32	73	266	1430	69	60	35	80	984	2	57	246	471	masc	4	2	25	125	42	0	6	1	1	3	0	1	0	0	0	48	5	0	5	154	2	2	62	0	6	2	10	4	6	0	0	28	36	36	0	16	32	2	0	0	32	2	12	0	0	0	0	4	0	0	20	2	0	0	10	6	2	0	0	0	0	2	18	30	4	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	6	0	0	2	0	0	1	12	0	0	1	2	NOBRE	1899	desc	desc	273
Aves_migradoras	675	14205	FiaAlm	Prosa:conto	21	68	1280	227	19	507	192	3	6	77	122	327	2510	159	124	112	432	1263	59	115	363	895	masc	33	5	45	184	63	0	11	0	1	10	0	0	0	0	0	110	7	0	7	282	8	4	152	2	22	0	54	12	12	2	4	40	32	14	8	18	46	2	2	6	62	6	18	4	2	4	0	12	0	2	12	6	12	0	16	16	9	0	1	2	0	8	30	79	1	2	0	0	0	0	1	0	0	0	0	0	0	3	0	2	4	0	5	0	0	0	0	0	0	4	0	0	0	0	0	1	0	15	0	1	1	1	0	10	2	0	5	0	1	0	14	0	2	3	0	NOBRE	1914	desc	desc	842
Ayres_e_Vergueiro	437	3792	MacAss	Prosa:conto	10	43	477	60	12	126	170	0	0	4	36	170	550	49	53	8	100	224	23	5	130	182	masc	3	0	5	31	0	2	5	0	2	3	0	0	0	0	0	83	11	0	11	72	2	0	36	2	0	0	26	2	10	0	0	18	4	8	2	8	16	0	0	0	4	4	4	0	0	0	0	0	0	0	4	2	0	0	2	4	0	0	1	0	0	1	3	8	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	OBras	1871	desc	desc	218
Badaladas	438	12811	MacAss	Prosa:crônica	21	181	1443	208	32	162	283	2	6	12	150	571	2041	77	201	28	474	844	50	56	362	647	masc	22	3	28	70	0	0	14	2	4	6	1	1	0	0	0	224	40	0	38	209	18	24	84	6	4	0	92	0	38	0	0	26	8	4	14	42	12	0	2	2	16	2	16	0	8	0	0	0	0	0	6	2	0	0	20	14	0	2	1	15	0	0	8	18	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	4	5	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	4	2	0	0	0	0	0	6	0	0	0	0	1	0	9	0	0	0	0	OBras	1871	desc	desc	969
Bagatela	439	6176	MacAss	Prosa:conto	11	36	681	126	20	142	186	1	0	32	30	185	1097	152	68	30	272	394	24	145	208	344	masc	11	1	6	73	0	8	3	0	1	2	0	0	0	0	0	68	24	21	3	234	14	8	110	6	14	4	48	8	28	0	8	52	8	6	4	18	88	2	2	0	34	4	12	2	2	0	4	14	0	2	8	2	0	0	6	8	0	0	3	2	0	1	14	25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	2	OBras	1859	desc	desc	393
Baladilhas	362	32963	CoeNet	Prosa:contos	30	198	3616	491	21	678	811	2	3	80	295	568	5904	323	192	141	854	3128	161	302	1128	2389	masc	165	12	51	620	0	1	17	0	0	7	9	0	0	1	0	294	22	6	15	771	22	16	396	24	24	6	60	18	46	0	6	162	40	64	8	64	396	0	4	2	90	8	34	2	32	0	4	12	0	0	44	22	6	2	22	32	1	4	4	21	0	64	79	246	10	0	0	0	0	0	2	0	0	0	5	0	2	0	0	2	33	0	9	7	0	2	0	0	0	5	0	0	0	0	0	0	0	24	0	23	7	0	0	17	4	5	3	0	0	0	45	0	10	12	0	OBras	1844	desc	desc	2006
Balas_de_estalo	440	39249	MacAss	Prosa:crônica	118	626	4440	728	123	451	825	23	21	24	518	1582	6335	240	675	77	1513	3341	167	100	1349	1847	masc	13	3	76	197	0	2	67	1	28	23	13	1	0	1	0	595	156	4	145	507	34	24	192	6	8	2	198	8	68	0	0	94	36	24	14	108	76	0	2	2	18	20	40	2	10	0	0	0	0	0	64	8	0	0	30	38	19	0	1	0	0	0	27	50	2	9	1	0	1	0	0	0	0	0	1	0	8	1	1	2	7	0	2	6	0	0	0	0	0	2	0	0	0	0	0	0	1	17	0	5	0	0	0	10	5	0	0	0	5	1	15	0	2	0	1	OBras	1883	desc	desc	2052
Banzo	363	32136	CoeNet	Prosa:contos	56	103	3503	351	36	1438	1261	0	23	98	192	507	6261	341	223	55	674	3443	223	336	1016	1923	masc	143	28	65	644	0	6	16	0	2	11	0	1	0	2	0	249	21	4	16	568	8	10	34	24	46	4	86	48	38	0	0	110	108	98	4	42	206	4	22	0	128	18	24	6	26	0	0	4	0	0	46	2	6	0	44	44	5	12	9	15	0	24	70	253	13	1	0	0	0	0	0	0	0	0	3	0	8	0	0	4	39	1	3	3	0	1	0	0	0	8	0	1	0	0	7	0	9	62	1	18	0	0	0	14	0	5	3	1	3	2	61	0	9	5	3	OBras	1912	realismo	realism	2106
Bons_dias	441	25896	MacAss	Prosa:crônica	79	394	3005	407	69	458	600	14	12	26	275	828	4540	233	476	29	1396	2212	108	103	865	1322	masc	8	1	68	155	0	2	45	1	25	7	12	0	0	0	0	426	93	4	84	329	20	8	160	2	8	0	110	20	52	0	0	58	10	10	22	88	46	2	0	2	10	8	22	0	16	0	0	2	0	2	32	6	0	0	14	16	6	1	0	2	0	1	24	45	4	1	0	0	3	0	3	0	0	0	1	0	14	0	0	3	6	0	0	1	0	6	0	0	0	10	1	0	0	0	0	3	1	8	0	0	0	0	0	8	0	1	4	0	4	6	6	0	0	0	1	OBras	1888	desc	desc	1472
Brás,_Bixiga_e_Barra_Funda	816	12923	AntAMac	Prosa:contos	18	65	1450	81	19	269	562	1	18	13	100	1228	2573	380	160	41	369	389	117	298	278	544	masc	55	2	71	164	103	0	2	0	0	2	0	0	0	0	0	192	17	0	16	182	10	2	44	0	8	0	80	8	26	0	0	44	26	14	6	6	56	0	2	0	12	2	16	4	4	0	0	0	0	0	14	0	2	0	12	12	14	6	0	5	0	4	25	59	5	1	1	0	3	0	1	0	0	0	0	0	14	0	0	0	4	0	0	3	0	0	0	0	1	4	5	0	0	0	0	0	1	16	2	8	1	0	0	5	4	1	1	0	6	1	7	0	9	11	3	Colonia	1927	desc	desc	1601
Breve_sumário_da_história_de_Deus	830	7255	GilVic	Teatro:teatro	24	98	872	10	35	22	80	3	4	8	129	420	880	2	5	19	323	89	0	0	332	352	masc	2	1	7	3	19	0	8	0	1	4	3	0	0	0	0	82	10	0	9	152	4	4	48	0	4	0	98	0	18	0	0	26	16	12	2	4	44	0	0	0	8	4	26	0	6	0	0	0	0	0	4	4	0	0	10	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	Pantera	1528	desc	desc	331
Brincar_com_fogo	442	4249	MacAss	Prosa:conto	21	48	503	78	20	198	128	0	2	12	36	209	668	80	57	7	153	257	21	38	124	195	masc	2	3	10	62	0	0	1	0	1	0	0	0	0	0	0	57	5	0	4	93	2	2	70	0	8	0	14	4	6	0	0	30	12	2	2	6	2	2	2	2	2	2	6	0	2	0	0	0	0	0	10	2	0	0	8	4	4	0	0	0	0	0	4	34	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	OBras	1875	desc	desc	316
Bufo_&_Spallanzani	856	3268	RubFon	Prosa:romance	13	47	416	2	20	91	165	0	4	22	25	118	525	4	64	32	297	36	0	0	89	134	masc	3	1	5	23	17	0	1	0	0	1	0	0	0	0	0	97	25	13	12	63	0	2	24	2	2	0	38	0	8	0	0	4	10	6	0	10	8	0	0	0	10	2	4	2	2	0	0	0	0	0	2	0	4	0	0	2	0	0	0	1	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	Pantera	1985	desc	desc	197
Caim	839	3645	JosSar	Prosa:romance	19	56	425	3	17	106	128	0	0	29	69	18	480	0	70	10	98	42	0	0	121	157	masc	2	2	1	5	26	0	0	0	0	0	0	0	0	0	0	62	16	0	16	54	2	2	10	0	2	0	10	2	6	0	0	6	2	4	0	8	18	0	0	2	4	0	0	0	6	0	0	0	0	0	6	0	0	0	4	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Pantera	2009	desc	desc	85
Calor	857	1419	SonCou	Prosa:novela	0	18	144	2	3	94	9	0	1	7	12	20	211	17	18	14	54	17	0	0	31	80	fem	7	3	1	0	12	0	6	0	0	5	1	0	0	0	0	11	0	0	0	24	0	4	2	0	6	0	12	0	4	0	0	0	0	2	0	0	6	0	0	0	6	6	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	Pantera	2005	desc	desc	53
Camões	406	7966	JoaNab	Prosa:prosa	12	68	674	236	32	97	114	4	0	22	44	400	1052	0	106	31	83	736	33	12	232	477	masc	10	2	4	28	0	0	1	0	0	0	0	0	0	1	0	62	8	0	8	139	4	2	52	10	18	0	30	2	6	0	0	48	8	14	10	16	22	0	2	2	4	6	16	0	4	0	0	4	0	0	12	0	0	0	4	4	1	0	2	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	OBras	1807	desc	desc	238
Camões_(AG)	11	61152	AlmGar	Prosa:historia	60	425	5259	1185	143	623	1148	23	15	184	399	4608	9748	817	556	161	1239	4204	248	266	1889	4834	masc	121	10	68	497	207	19	20	1	6	10	3	0	0	0	0	548	66	20	40	1394	54	62	582	18	142	4	204	50	80	0	28	272	108	78	42	100	350	38	6	16	138	84	184	22	34	0	4	4	2	6	76	30	2	2	46	188	13	4	13	9	0	8	87	125	3	0	0	0	0	0	0	0	0	0	3	0	2	2	0	26	11	0	5	7	0	3	0	0	0	4	1	1	0	0	6	2	0	22	0	17	2	0	0	20	5	10	0	2	2	0	66	0	8	8	1	Vercial	1825	desc	desc	3191
Campo_de_Flores_Tomo_I	256	1572	JoadDeu	Poesia:poesia	2	13	160	20	0	8	20	0	0	3	9	191	132	2	20	7	94	69	11	28	23	104	masc	3	2	2	24	14	2	2	1	0	1	0	0	0	0	0	15	0	0	0	72	2	4	64	2	0	0	2	4	4	0	0	8	4	4	0	2	32	2	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	2	2	0	0	0	0	0	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	Vercial	1893	desc	desc	398
Campo_de_Flores_Tomo_II	257	37582	JoadDeu	Poesia:poesia	71	456	4398	771	40	298	499	8	8	42	452	1956	6257	180	560	120	1756	2642	271	872	1206	1890	masc	60	15	78	440	169	4	31	3	7	12	7	2	0	0	0	471	69	3	64	842	22	24	552	0	44	2	188	40	68	0	28	110	46	42	22	64	198	8	18	8	42	6	84	2	12	0	2	8	0	0	86	12	2	6	34	72	23	2	6	1	0	6	75	143	15	0	1	1	0	0	1	0	0	0	1	0	0	0	0	13	11	0	9	3	0	1	0	0	0	2	1	0	0	0	1	5	7	37	0	6	1	0	1	16	4	2	4	0	10	1	35	0	6	4	0	Vercial	1893	desc	desc	6233
Canaã	380	90118	GraAra	Prosa:romance	198	438	9197	1337	249	3290	2536	14	14	230	537	1705	14976	1389	907	283	2029	7588	376	332	3433	5940	masc	258	52	161	980	0	44	39	3	3	26	6	1	0	0	0	975	278	227	52	2057	70	78	484	54	66	4	404	128	170	0	12	494	252	182	44	156	436	0	20	14	464	76	164	58	92	4	20	42	0	6	206	20	22	2	174	162	17	8	7	19	0	50	130	383	24	6	0	0	0	0	3	0	0	0	11	0	20	5	0	30	58	0	11	3	0	13	0	0	1	12	0	0	0	0	4	1	8	53	0	43	4	0	0	51	1	6	4	1	7	1	49	0	34	27	8	OBras	1902	desc	desc	4962
Cancioneiro_Alegre_I	104	38685	CamCBra	Poesia:poesia	74	367	3867	747	69	409	653	18	7	72	365	1955	6021	206	409	90	1180	3107	129	399	1342	2547	masc	102	17	108	383	161	7	54	8	19	20	6	0	0	1	0	355	60	6	46	823	26	30	390	10	68	2	196	20	30	0	22	214	42	40	10	82	206	18	10	2	60	30	98	0	20	0	10	22	0	0	58	10	0	0	26	60	14	3	10	10	0	17	45	119	4	1	2	0	0	0	1	0	0	0	4	0	2	0	0	18	12	0	4	5	2	4	0	0	0	13	1	0	0	0	0	0	1	42	0	12	4	0	0	18	7	1	2	0	14	2	41	0	8	14	5	Vercial	1879	desc	desc	4334
Cancioneiro_Geral_(Prólogo)	226	664	GarRes	Prosa:ensaio	2	9	42	15	3	1	10	0	0	2	5	31	69	0	3	3	12	58	0	0	56	39	masc	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	2	0	2	0	4	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Vercial	1516	desc	desc	16
Canções	283	3601	AMBB	Poesia:poesia	1	38	364	113	3	7	45	1	2	7	37	162	652	0	40	4	125	452	8	36	63	337	masc	7	3	1	61	6	3	1	0	0	0	1	0	0	0	0	36	6	0	6	186	2	8	86	0	14	0	18	16	4	0	4	46	12	8	6	2	68	2	0	2	20	2	10	0	6	0	2	2	0	0	34	2	0	2	10	22	0	0	0	1	0	1	15	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	7	0	1	0	0	Vercial	1798	desc	desc	495
Cantiga_velha	443	3828	MacAss	Prosa:conto	10	73	537	50	2	173	208	2	2	13	46	114	689	45	73	38	340	328	16	4	157	168	masc	2	0	0	11	0	0	6	0	2	2	2	0	0	0	0	105	24	0	23	96	2	0	28	2	2	0	30	4	10	0	0	28	6	8	4	24	20	0	0	0	2	0	10	0	0	0	2	6	0	0	20	0	0	0	10	16	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	OBras	1883	desc	desc	248
Cantos_e_Cantatas	284	7515	AMBB	Poesia:poesia	3	41	692	121	8	23	76	3	0	9	38	383	1395	0	40	26	53	900	17	69	167	836	masc	32	2	9	88	30	3	6	0	0	3	3	0	0	0	0	25	0	0	0	336	4	10	106	0	30	0	20	24	4	0	16	52	72	12	4	2	106	6	2	4	106	6	32	0	28	0	4	6	0	0	20	8	0	0	28	24	3	0	1	3	0	2	15	33	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	8	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	8	0	0	0	5	0	0	0	0	0	0	8	0	0	5	0	Vercial	1800	desc	desc	1096
Capitães_da_areia	834	5106	JorAma	Prosa:romance	8	56	681	7	17	254	258	0	5	36	39	250	746	91	69	15	163	39	0	0	175	165	masc	4	12	3	8	17	0	4	0	0	2	2	0	0	0	0	70	19	11	8	100	2	2	28	0	6	0	30	2	12	0	2	36	8	8	0	20	6	0	0	0	34	4	2	0	6	0	0	2	0	0	10	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	Pantera	1937	desc	desc	363
Carolina	798	6336	CasAbr	Prosa:romance	19	53	801	115	6	187	266	6	1	17	54	174	1248	112	67	39	309	476	55	211	194	282	masc	11	2	7	103	37	3	4	0	2	2	0	0	0	0	0	106	5	0	5	246	6	34	138	0	6	4	52	6	18	0	8	26	12	20	2	14	74	0	0	4	36	14	6	0	2	0	2	10	0	0	10	6	2	0	2	36	3	0	5	1	0	1	21	47	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	8	0	2	1	2	Colonia	1856	romantismo	romantism	509
Carta_a_El-rei_Dom_Manuel_Sobre_o_Achamento_do_Brasil	300	9229	PerVCam	Prosa:cronica	20	116	1021	291	21	273	433	0	0	7	84	248	1217	0	105	37	119	820	0	0	689	313	masc	55	1	36	110	5	0	4	0	0	0	4	0	0	0	0	79	22	0	20	88	2	16	34	0	2	0	70	0	14	0	0	14	4	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	32	5	4	0	1	0	4	21	33	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	15	0	8	0	0	0	15	0	0	0	0	0	3	9	0	9	17	0	Vercial	1500	desc	desc	369
Cartas	274	6540	LuidCam	Prosa:cartas	15	158	837	231	19	37	123	1	0	11	121	227	1020	11	137	30	258	612	12	4	205	241	masc	10	0	9	61	14	5	2	0	0	1	0	1	0	0	0	88	30	0	23	158	12	6	66	0	6	0	102	2	32	0	2	32	4	12	0	14	44	2	4	2	4	8	10	0	2	0	0	2	0	0	24	0	0	0	8	4	0	3	0	0	0	0	10	15	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	5	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	1	0	0	0	1	1	0	0	0	1	1	4	0	2	0	1	Vercial	1570	desc	desc	304
Cartas_Chilenas	592	32838	TomAGon	Poesia:sat	39	640	3781	750	39	181	387	8	4	44	496	630	5664	0	451	52	747	3948	179	155	806	2210	masc	81	10	130	396	0	2	30	9	7	8	5	1	0	0	0	432	30	0	27	828	18	14	362	2	58	0	200	36	40	0	8	128	40	28	32	120	190	4	4	0	40	12	250	4	62	0	4	12	0	0	76	2	0	2	18	80	24	6	1	0	0	14	56	118	9	1	3	0	0	0	0	0	0	0	2	0	8	0	0	12	41	0	3	5	2	0	0	0	0	6	1	0	0	0	0	2	3	25	1	12	2	0	0	35	12	1	4	0	5	3	50	0	3	7	3	OBras	1786	arcadismo	romantism	4213
Cartas_de_Inglaterra	175	107839	EcaQue	Prosa:cronica	211	957	9079	1777	447	1181	1453	149	44	158	756	5101	15498	672	867	199	1047	9059	267	593	3717	7524	masc	114	31	158	540	206	2	58	2	14	22	12	2	3	3	0	1024	194	19	150	1947	142	40	442	46	122	6	510	66	164	0	16	320	302	100	54	178	428	2	62	12	330	148	226	54	32	0	24	54	0	2	162	4	16	0	152	154	28	1	7	8	0	20	113	145	23	1	0	0	0	0	0	1	0	0	9	0	13	0	1	14	14	0	6	8	0	11	0	0	0	9	0	0	0	0	6	6	9	34	0	27	6	2	0	27	12	1	2	0	7	1	42	0	12	6	2	Vercial	1905	desc	desc	3680
Cartas_Familiares	176	61737	EcaQue	Prosa:cronica	63	445	4739	1136	201	946	841	28	17	160	409	2604	8833	355	522	249	388	5758	80	281	2964	4898	masc	126	16	140	278	77	12	17	3	2	7	3	0	0	1	1	397	80	2	59	1140	90	22	254	34	104	2	174	26	64	0	2	242	186	68	10	98	216	2	20	10	230	84	198	20	34	0	20	16	0	0	108	0	4	0	62	86	20	9	9	9	0	22	50	55	21	4	0	1	0	1	0	0	0	0	3	0	10	7	0	12	9	3	7	5	0	1	0	0	0	16	1	0	0	0	4	8	5	18	0	19	3	0	0	30	11	0	3	0	4	0	24	0	11	8	5	Vercial	1907	desc	desc	2052
Cartas_Fluminenses	444	4226	MacAss	Prosa:crônica	12	41	455	89	10	20	33	2	0	4	39	185	611	9	51	6	184	340	13	2	153	226	masc	4	1	15	23	0	1	0	0	0	0	0	0	0	0	0	53	5	0	2	81	4	12	46	0	0	0	20	0	8	0	0	16	2	0	0	16	12	0	2	0	0	0	6	0	2	0	0	0	0	0	14	0	0	0	10	4	2	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	3	0	0	0	3	2	0	0	0	0	0	0	0	0	1	1	OBras	1867	desc	desc	202
Cartas_Inéditas_de_Fradique_Mendes	177	56212	EcaQue	Prosa:romance	85	404	4555	1012	145	907	769	28	15	158	381	2440	8849	643	404	160	862	5429	144	337	2360	3928	masc	142	40	148	420	94	10	12	2	4	6	0	0	0	0	0	524	103	18	70	924	30	22	326	16	48	6	266	56	82	0	6	194	150	64	4	44	214	0	30	2	120	66	66	24	12	0	10	10	0	6	80	0	6	0	50	78	18	9	16	8	0	30	86	106	20	0	1	0	2	3	0	0	0	0	4	0	6	3	0	18	23	0	1	4	0	4	2	0	0	33	1	0	0	0	3	7	6	25	0	24	2	0	0	31	2	3	2	0	6	0	40	0	9	12	1	Vercial	1929	desc	desc	2110
Cartas_Sobre_a_Educacao_da_Mocidade	791	65560	AntNRS	Prosa	77	775	4539	1437	280	485	454	20	14	46	821	7047	9820	6	90	142	1007	5266	62	8	3313	2818	masc	5	2	34	77	90	0	16	0	3	7	5	1	0	0	0	497	77	4	66	561	50	6	140	0	28	0	172	4	22	0	2	162	8	8	46	44	34	2	2	2	16	26	248	8	42	0	0	4	0	2	38	0	0	0	16	40	8	0	0	0	0	0	12	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	3	0	0	0	13	2	0	0	0	0	0	6	0	1	1	6	Colonia	1760	desc	desc	1481
Casa_de_Pensão	600	114567	AluAze	Prosa:romance	373	1094	12466	1624	233	4481	3456	21	37	575	1186	3003	21090	2066	1486	436	3879	8918	520	2605	3629	5323	masc	163	37	289	1435	0	13	190	0	60	121	7	1	0	1	0	1753	230	13	181	2778	96	80	1040	60	90	10	874	136	342	0	60	442	326	250	42	216	740	12	92	18	320	92	180	42	74	0	8	100	0	8	230	14	48	0	146	236	33	7	20	11	0	26	245	520	24	8	0	0	10	0	1	0	0	0	0	3	29	3	0	16	78	1	10	21	0	7	0	0	0	23	4	0	0	0	3	7	11	93	1	19	3	1	0	76	2	5	9	0	19	0	113	0	7	12	12	OBras	1884	realismo	realism	7067
Casa_velha	447	26611	MacAss	Prosa:romance	77	511	3626	377	60	1042	1291	9	12	143	342	751	4692	333	506	210	2263	2331	153	56	1067	1017	masc	19	2	22	205	0	6	13	1	0	10	2	0	0	0	0	663	134	4	131	553	18	14	218	4	12	0	204	28	76	0	0	114	26	40	28	144	52	4	8	0	40	6	30	12	12	0	8	24	0	8	42	8	0	0	24	50	2	0	3	0	0	3	32	107	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	3	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0	0	0	0	5	3	0	0	0	1	0	6	0	1	2	2	OBras	1885	realismo	realism	1550
Casa,_não_casa	446	5405	MacAss	Prosa:conto	16	78	705	71	17	157	277	0	5	17	57	216	934	134	84	26	262	277	65	53	155	211	masc	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	160	24	5	19	120	2	2	68	2	18	0	36	4	16	0	0	12	4	2	0	10	14	2	0	0	16	4	6	0	4	0	2	6	0	4	8	2	0	0	16	10	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	OBras	1975	desc	desc	423
Casada_e_viúva	445	5559	MacAss	Prosa:conto	10	50	667	108	13	190	241	0	0	24	48	286	804	64	63	21	197	318	39	23	205	271	masc	2	0	4	44	0	0	4	0	0	3	0	1	0	0	0	110	9	0	8	161	4	6	82	10	4	2	40	8	24	0	2	40	14	16	0	12	34	2	0	4	16	2	10	8	2	0	0	14	0	2	10	6	0	0	4	12	2	0	1	1	0	0	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	OBras	1864	desc	desc	389
