Obra	id	tamanho	autor	genero	aspetu	compl	oracoes	rels	passiva	imperfeito	perfeito	ppc	progressiva	maisperfeito	conjuntivo	proprios	pontu	travessao	neg	pessfem	primpess	virg	interr	excl	coords	adjs	sexo	cor	naocor	roupa	corpo	familia	dor	saude	saudegen	medicina	doenca	progressao	remedio	psico	causasaude	acessoriosaude	dizer	relato	direto	indireto	emocoes	admirar	alivio	amor	ausencia	coragem	cor.humana	desejo	desespero	esperanca	familia.dinamica	familia.lacos	feliz	furia	gen	grato	humildade	infeliz	ingrato	insatisfeito	inveja	medo	odio	orgulho	outra	pena	pred.aparencia	pred.carater	pred.emo	pred.outro	pred.social	satisfeito	saudade	saude.psico	saude.remedio	surpresa	vergonha	Acessório	Amarelo	Ausência	Azul	Blusão	Branco	Braço	Cabeça	Cabelo	Calças	CalçasCurtas	Camisola	CasacoCerimónia	CasacoCurtoHomem	CasacoCurtoMulher	CasacoImpermeável	CasacoMalha	CasacoMulher	CasacoQuenteInverno	Castanho	Chapéu	Cinzento	ConjuntoMulher	CorNãoEspecificada	CorpoNãoEspecificada	Creme	Dourado	ElementosRoupa	FatoHomem	Interno	Jaqueta	Jeans	Laranja	Materiais	Meias	Múltipla	mulher	Osso	OutrasCores	OutrasRoupas	Pele	Perna	Prateado	Preto	Rosa	RoupaDormir	RoupaInterior	RoupaNãoEspecificada	RoupaProfissional	Roxo	Saia	Sangue	Sapatos	Sexual	Tronco	unissexo	Verde	Vermelho	Vestido	corpus	data	escola	escola2	numfrases
História_do_Romantismo_em_Portugal_II	333	101006	TeoBra	Prosa:historia	179	606	7882	1961	336	1716	2297	28	6	253	434	7640	13101	154	632	171	1113	7343	89	116	3017	7219	masc	62	7	35	233	170	10	35	7	4	17	3	0	0	4	0	941	115	2	93	1418	94	42	480	12	108	0	306	36	88	0	6	244	162	110	36	172	282	6	56	8	134	96	158	42	40	0	6	12	0	2	82	6	0	0	124	136	11	1	5	3	0	9	41	67	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	20	13	0	7	1	0	1	0	0	0	0	0	0	0	0	0	2	0	8	0	11	0	0	0	8	2	1	1	0	0	0	17	0	2	3	1	Vercial	1880	desc	desc	3574
História_dos_Trinta_Dias	478	2644	MacAss	Prosa:crônica	7	32	284	51	13	16	67	5	0	2	21	86	397	13	50	4	95	181	10	21	92	171	masc	8	0	7	20	0	0	1	0	1	0	0	0	0	0	0	38	10	0	9	39	2	6	10	0	0	0	12	0	6	0	0	12	0	4	4	2	4	0	0	0	10	2	6	0	2	0	0	0	0	0	6	0	0	0	2	4	0	0	3	0	0	0	5	4	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	3	0	OBras	1878	desc	desc	178
História_Sebástica	777	61748	MandSan	Prosa:narrativos	85	615	5108	1583	220	911	1840	15	7	106	702	5653	8624	7	393	165	1252	5880	8	3	2854	2881	masc	15	2	60	160	394	4	37	1	6	16	14	0	0	0	0	426	85	0	82	800	78	36	242	0	42	4	320	26	114	0	0	164	14	22	56	174	58	0	6	4	80	60	146	6	42	0	4	2	2	2	62	28	0	0	14	48	20	0	0	3	0	4	51	22	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	3	15	0	1	2	0	0	0	0	0	4	0	0	0	0	0	1	1	27	0	0	0	0	0	21	2	1	1	0	0	1	16	0	0	2	3	TychoBrahe	1672	desc	desc	1016
Histórias_sem_Data	479	60421	MacAss	Prosa:conto	183	738	7117	798	135	2233	2609	10	16	200	472	1585	10619	506	920	274	2437	5487	255	132	2379	2950	masc	81	11	176	498	0	6	74	2	29	34	9	0	0	0	0	1015	240	16	215	1152	28	32	512	16	36	0	334	66	146	0	10	272	84	80	34	212	156	2	6	6	92	14	74	24	54	0	6	24	0	6	84	10	2	2	86	80	19	3	12	11	0	9	68	201	13	1	3	0	0	0	1	0	0	0	12	2	48	1	0	6	25	0	0	0	0	1	0	0	0	9	1	0	0	0	0	1	0	35	0	12	1	0	0	24	4	2	2	0	20	0	33	0	6	3	11	OBras	1884	desc	desc	3373
Horas_de_Luta	216	61447	GueJun	Poesia:poesia	112	428	5545	1020	171	850	1448	8	11	202	459	3049	9863	219	594	120	1777	5556	253	427	2284	4021	masc	202	15	62	340	78	33	38	0	4	28	5	0	0	1	0	712	110	8	89	1068	32	32	238	18	96	2	338	46	92	0	4	148	180	42	32	130	170	2	18	4	150	156	122	14	34	0	2	8	0	2	36	8	0	2	48	194	21	1	7	30	0	27	43	104	21	0	0	0	0	0	0	0	0	0	6	0	0	0	0	43	19	0	12	2	1	1	0	0	0	7	0	1	1	0	1	2	0	17	0	14	0	0	2	7	4	0	0	1	3	0	23	0	14	38	1	Vercial	1910	desc	desc	3846
Húmus	306	76078	RauBra	Prosa:romance	219	553	9169	1492	154	399	1253	34	1	33	517	922	12080	1165	1027	232	3064	5053	254	610	3157	4040	masc	217	20	136	691	163	177	31	0	12	18	0	1	0	0	0	746	107	30	77	1487	78	16	94	50	114	2	474	66	114	0	2	194	294	200	8	128	474	2	6	14	232	120	128	26	30	0	6	4	0	0	36	2	0	0	230	154	20	7	4	9	0	18	136	284	13	0	0	0	0	0	0	0	0	0	22	0	15	6	0	28	19	0	44	5	0	3	0	0	0	9	2	0	0	0	3	2	23	55	0	46	0	0	0	24	3	11	4	0	3	0	21	0	28	6	14	Vercial	1919	expressionismo	desc	5299
Iaiá_Garcia	480	66414	MacAss	Prosa:romance	196	655	8441	1084	156	2538	3056	4	11	460	617	2247	10645	897	1211	358	2754	4483	390	135	2337	3338	masc	85	8	62	824	0	18	78	1	15	49	12	0	0	1	0	1252	173	10	161	1685	30	46	786	60	78	10	446	56	150	0	0	432	146	236	60	188	198	0	2	14	148	62	116	28	24	2	10	44	0	10	108	18	10	2	80	132	16	0	32	6	0	4	135	339	6	1	0	0	3	0	0	0	0	0	1	1	2	2	0	11	10	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	7	1	2	1	16	2	0	1	0	3	0	54	0	4	7	2	OBras	1878	romantismo	romantism	3961
Identidade	481	4313	MacAss	Prosa:conto	8	52	520	62	17	154	219	1	0	19	43	122	738	32	51	19	127	376	15	12	171	224	masc	0	0	9	31	0	0	1	0	0	0	1	0	0	0	0	73	9	0	9	85	2	0	28	4	2	0	30	10	6	0	0	32	2	4	4	12	18	0	0	0	2	2	2	0	0	0	0	2	0	0	6	2	0	0	8	2	4	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	1	OBras	1887	desc	desc	257
Idílios	290	21091	AMBB	Poesia:poesia	12	183	2142	416	32	221	335	10	10	23	182	873	4082	1	200	62	860	2536	82	276	492	1806	masc	81	7	13	295	42	12	13	1	0	8	4	0	0	0	0	129	15	1	14	981	14	40	568	10	26	6	126	40	30	0	52	138	84	50	18	24	394	40	8	18	104	36	56	2	56	0	0	0	0	0	70	24	0	0	30	76	3	1	7	6	0	5	39	87	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	9	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	1	26	2	0	0	3	0	1	2	2	0	0	55	0	3	4	0	Vercial	1791	desc	desc	2815
In_Illo_Tempore	335	76382	TriCoe	Prosa:memorias	199	640	7283	1370	195	2497	1616	31	10	177	532	5305	13733	1212	717	117	2125	6766	188	2047	3013	3033	masc	100	25	225	441	127	7	55	0	40	9	5	0	0	0	1	823	157	43	87	922	42	30	200	4	92	2	296	24	52	0	0	174	162	26	36	152	222	8	6	4	88	30	84	6	30	0	4	6	0	0	62	20	6	0	66	54	26	11	3	11	0	19	67	125	34	2	1	1	2	0	1	0	0	0	3	0	20	1	0	12	13	0	5	8	1	1	0	0	0	6	5	0	0	0	1	0	3	46	0	11	3	0	0	52	12	0	4	1	15	2	44	0	7	10	2	Vercial	1902	desc	desc	3694
Inéditos_e_Esparsos	258	150711	JulDin	Prosa:varios	397	1855	16053	3829	355	2418	2885	199	64	446	1607	4880	19756	1172	1917	582	7648	9454	627	598	4567	8137	masc	156	26	127	930	812	20	240	4	99	98	33	4	0	1	1	2339	434	164	271	3816	144	160	1306	96	168	46	1054	152	690	0	24	834	304	460	194	434	726	4	46	12	324	110	252	60	110	2	8	70	2	10	438	58	32	4	218	268	15	6	12	16	0	18	104	254	5	0	0	0	0	0	0	0	0	0	6	0	11	2	0	44	21	0	9	2	0	23	0	0	1	6	3	0	0	0	1	9	3	45	0	18	1	0	0	43	2	3	2	3	3	0	35	1	15	7	6	Vercial	1910	desc	desc	8168
Infaustas_Aventuras_de_Mestre_Marçal_Estouro:_Vítima_duma_paixão	696	66133	JosSMLea	Prosa:romance	110	440	6597	1145	135	2176	1534	12	11	540	479	2195	10515	1096	628	190	1647	4698	219	373	1919	3844	masc	45	5	77	516	96	2	20	1	3	12	3	0	1	0	0	783	209	148	57	1198	58	36	212	12	176	6	308	58	136	0	2	176	142	80	34	112	176	0	28	10	236	140	130	24	22	0	2	12	2	4	56	26	2	0	114	110	11	0	2	0	0	5	137	158	10	1	2	0	0	3	3	0	0	0	3	1	0	0	0	4	21	0	2	3	0	4	0	0	0	6	1	0	0	0	0	0	0	31	0	10	5	0	0	10	0	1	1	1	3	0	30	0	4	7	3	NOBRE	1862	historico_romantismo	romantism	3684
Infelizes:_Histórias_vividas	624	21062	AnaCO	Prosa:contos	36	162	1881	376	26	735	324	4	1	76	146	296	3593	241	140	190	609	1621	52	316	561	1677	fem	97	11	76	197	158	1	14	2	5	7	0	0	0	0	0	146	30	11	14	588	6	20	208	6	22	2	98	30	56	0	2	136	22	30	4	48	308	4	2	4	100	4	24	2	38	0	0	26	0	0	62	4	2	0	30	16	13	0	3	7	0	26	29	83	5	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	13	0	12	0	0	2	0	0	0	9	1	0	0	0	4	1	0	8	2	16	5	0	0	18	1	3	7	0	3	0	6	0	5	6	7	NOBRE	1898	desc	desc	994
Inocência	596	62090	VisTau	Prosa:romance	218	442	7157	967	141	1009	2194	21	51	236	744	2020	11759	1290	740	207	2818	4744	552	577	2001	2889	masc	120	9	89	759	0	11	154	0	38	75	32	9	0	0	0	1194	94	8	86	1143	24	46	250	24	40	14	426	46	100	0	4	234	128	136	54	84	230	2	20	0	184	16	76	16	54	0	4	22	0	2	120	16	6	2	106	92	14	4	17	6	0	20	112	289	14	1	1	1	0	0	0	0	0	0	6	0	10	2	0	17	51	0	0	7	0	2	0	0	0	8	1	0	0	0	1	0	7	43	0	16	2	0	0	15	1	2	4	0	9	0	53	0	12	10	2	OBras	1872	realismo_regionalismo_romantismo	romantism	4492
Inocente	740	14558	VirCA	Prosa:novela	47	103	1753	221	14	679	503	0	1	158	130	381	2443	0	133	80	518	901	70	92	440	594	fem	41	3	73	224	87	8	17	0	3	8	5	1	0	0	0	170	53	35	17	224	0	18	24	0	8	4	72	8	8	0	0	34	32	12	0	20	114	0	10	0	40	0	4	2	6	0	0	4	0	0	6	0	0	0	24	28	35	0	1	2	0	7	43	96	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	9	0	6	2	0	0	0	0	0	6	1	0	0	0	0	2	0	11	0	6	5	0	0	7	0	0	3	0	2	0	20	0	1	9	1	NOBRE	1916	realismo	realism	877
Inspirações	113	17426	CamCBra	Poesia:poesia	9	125	1893	368	27	194	432	1	0	63	100	508	3362	153	245	70	643	1426	152	514	347	1071	masc	32	3	22	342	100	44	7	0	0	7	0	0	0	0	0	114	22	5	18	783	8	24	242	4	36	8	86	52	70	0	10	116	32	98	8	82	466	12	4	2	60	22	44	4	34	2	2	2	0	0	10	8	0	6	6	72	10	1	7	0	0	3	53	131	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	4	0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	9	0	5	0	0	0	8	1	1	0	0	0	0	32	0	0	2	0	Vercial	1851	desc	desc	2441
Itinerário_da_Viagem_que_Fez_a_Jerusalém_o_M.R.P.	785	21894	FraGue	Prosa:viagens	25	219	1831	565	63	170	497	5	7	20	157	2171	4658	0	106	58	299	2405	3	1	1000	893	masc	4	1	17	63	29	0	3	0	0	3	0	0	0	0	0	161	53	6	46	193	16	6	90	0	4	0	68	0	46	0	0	80	4	6	6	20	26	0	0	0	10	6	30	0	10	0	2	2	0	0	58	2	0	0	2	8	1	0	0	0	0	3	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	8	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	0	Colonia	1600	desc	desc	577
João_Fernandes	482	1844	MacAss	Prosa:conto	5	12	223	27	2	85	77	0	0	6	12	93	323	10	31	2	53	155	4	6	51	58	masc	1	0	10	9	0	0	0	0	0	0	0	0	0	0	0	20	3	0	3	20	0	0	12	2	0	0	0	2	0	0	0	8	0	0	2	0	6	0	2	4	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	3	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	OBras	1894	desc	desc	119
Jubiabá	835	5480	JorAma	Prosa:romance	4	42	774	3	15	149	139	0	17	22	39	243	883	126	47	24	84	54	0	0	175	280	masc	15	24	0	5	20	0	4	0	0	4	0	0	0	0	0	87	12	6	6	98	2	2	44	0	16	0	30	4	16	0	4	30	4	12	0	4	22	0	0	0	2	0	4	2	2	0	4	4	0	0	2	2	0	0	4	4	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Pantera	1935	desc	desc	483
Judas	626	27704	AugLac	Teatro:teatro	43	221	2711	465	46	51	345	8	13	23	294	1641	4973	127	246	74	933	2093	255	642	845	1992	masc	83	9	28	346	71	0	18	1	0	14	0	2	0	1	0	253	16	1	14	637	22	12	252	22	40	0	118	10	46	0	16	166	58	36	16	86	110	4	0	0	136	60	64	6	16	0	0	4	0	0	28	2	16	0	22	48	2	1	2	11	0	18	74	102	9	0	0	0	0	0	0	0	0	0	14	0	0	1	1	1	28	0	9	1	0	1	0	0	0	2	0	0	0	0	0	0	0	23	1	19	2	0	0	5	0	0	0	0	0	0	48	0	2	9	1	NOBRE	1901	desc	desc	2674
Justiça	114	10741	CamCBra	Teatro:teatro	19	126	1319	141	42	57	185	13	12	7	147	924	1989	25	193	39	724	542	197	158	224	437	masc	2	1	3	88	120	1	16	0	13	2	1	0	0	0	0	131	18	2	16	339	6	28	104	2	6	2	120	12	22	0	4	48	16	38	14	12	104	0	2	2	54	12	16	4	18	0	2	4	0	4	14	0	0	0	4	60	1	0	0	0	0	0	22	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	Vercial	1856	desc	desc	1406
Justiça_de_Sua_Majestade	259	34812	JulDin	Prosa:novela	92	377	3845	744	69	892	1021	13	19	157	417	1341	6077	1023	434	161	1856	2432	309	296	1058	1650	masc	43	9	76	227	186	1	12	1	3	6	2	0	0	0	0	648	211	164	58	916	38	26	268	12	40	18	304	22	136	0	8	252	78	64	32	126	140	0	12	2	86	38	90	26	4	0	4	12	0	4	92	0	0	0	104	106	9	0	5	5	0	8	40	93	4	0	0	0	0	0	1	0	0	0	2	0	9	0	0	12	7	1	1	6	0	0	0	0	0	4	0	0	0	0	0	0	1	6	0	3	0	1	0	18	3	0	1	0	5	0	3	0	5	2	4	Vercial	1870	romantismo_realismo	romantism	2357
Lampadário_de_Cristal	252	9722	JerBai	Poesia:poesia	5	128	767	177	14	7	65	2	5	71	52	708	1809	0	91	27	125	1588	7	19	302	713	masc	13	18	18	77	21	0	4	0	0	4	0	0	0	0	0	54	9	0	9	250	2	0	78	0	32	0	22	4	4	0	2	110	12	14	2	20	38	0	0	6	22	2	70	2	8	0	0	0	0	0	18	0	0	0	40	28	12	0	1	5	0	3	23	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	6	0	1	0	1	Vercial	1750	desc	desc	1288
Lendas_e_Narrativas_I	49	66067	AleHer	Prosa:contos	139	542	6211	1507	218	1833	1639	24	1	557	477	3367	9799	868	453	145	1357	5386	212	328	2379	3921	masc	98	18	140	856	197	10	14	0	1	12	1	0	0	0	0	828	245	168	87	1197	76	62	244	8	82	10	324	50	114	0	4	184	214	52	28	84	280	4	2	4	242	80	116	20	36	0	8	14	0	0	38	14	4	0	56	146	29	3	16	3	0	22	172	329	15	2	0	0	0	4	0	0	0	0	11	0	0	2	0	8	21	0	3	0	0	2	0	0	0	9	0	1	0	0	1	2	6	75	0	26	0	0	0	43	10	0	3	1	2	1	40	0	4	7	3	Vercial	1851	desc	desc	2617
Lendas_e_Narrativas_II	50	27837	AleHer	Prosa:contos	63	188	2759	530	74	912	715	7	3	186	187	1003	4341	308	227	56	622	2259	83	133	1065	1548	masc	62	14	30	319	95	7	9	0	0	8	1	0	0	0	0	327	88	62	30	385	16	20	32	4	54	0	86	18	30	0	0	66	100	44	0	30	122	0	2	2	84	26	22	8	6	0	0	2	0	0	22	4	0	0	6	28	0	0	8	3	0	19	43	112	7	0	0	0	0	0	0	0	0	0	7	0	0	1	0	3	12	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	32	0	14	0	0	0	16	0	0	0	0	1	0	17	0	1	6	2	Vercial	1851	desc	desc	1246
Letra_vencida	483	4458	MacAss	Prosa:conto	8	51	531	50	21	156	180	0	1	16	48	143	795	54	86	20	124	373	21	20	187	219	masc	1	0	4	34	0	5	9	0	1	8	0	0	0	0	0	78	15	4	11	109	8	8	52	2	0	0	28	6	14	0	0	32	8	6	2	18	26	0	0	0	6	6	0	0	0	0	0	0	0	2	2	2	0	0	12	2	1	0	0	1	0	0	10	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	OBras	1882	desc	desc	270
Lirica_de_João_Mínimo	28	36331	AlmGar	Poesia:poesia	67	260	3408	702	49	274	757	11	1	50	263	1379	6147	414	307	97	1045	3189	180	481	1259	3154	masc	83	15	49	528	138	27	21	9	0	4	2	1	0	5	0	241	38	12	25	1188	58	48	464	6	166	8	152	44	28	0	24	312	54	82	38	46	304	32	8	22	134	36	108	18	34	0	2	10	0	0	120	24	0	2	36	114	9	1	8	5	0	9	88	153	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	11	7	0	10	9	0	0	0	0	0	1	0	3	0	0	3	0	0	20	0	20	2	0	0	16	0	6	0	0	1	0	78	0	2	3	1	Vercial	1829	desc	desc	4404
Lisboa_no_ano_2000	718	10125	MelMat	Prosa:novela	12	46	815	228	54	500	186	0	0	49	26	405	1002	0	36	19	71	592	6	0	299	549	masc	22	2	15	37	0	0	1	0	0	1	0	0	0	0	0	64	7	1	6	56	4	0	6	0	10	0	24	4	4	0	0	12	8	2	0	8	6	0	0	0	6	2	12	0	0	0	0	0	0	0	4	0	0	0	6	4	0	1	0	2	0	2	7	7	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	3	0	3	2	0	1	0	0	0	3	0	0	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	4	0	4	0	0	NOBRE	1906	desc	desc	385
Lisboa_no_Ano_Três_Mil	661	17871	CanFig	Prosa:novela	25	133	1510	329	45	634	328	4	3	43	98	564	2862	163	137	20	396	1744	12	41	811	1231	masc	17	1	40	86	39	2	19	1	7	6	2	1	2	0	0	197	25	4	20	219	14	2	76	12	30	0	44	2	20	0	0	54	14	26	12	28	24	2	2	0	24	12	36	0	8	0	2	8	0	0	20	0	0	0	8	22	3	0	0	1	0	4	9	23	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	5	0	6	4	0	1	0	0	0	0	1	0	0	0	0	1	1	7	0	3	0	0	0	6	13	0	0	0	3	0	8	0	1	2	0	NOBRE	1892	desc	desc	860
Livro_das_Obras	228	156459	GarRes	Prosa:historia	146	1888	15251	4223	499	3626	4880	7	11	469	1949	8931	12867	198	63	562	2541	7367	66	0	12381	10430	masc	206	30	404	622	579	19	80	6	2	59	13	0	0	0	0	1325	250	0	224	1964	38	52	728	0	146	2	1236	26	332	0	0	462	78	52	32	186	390	4	46	6	108	22	398	18	10	0	8	24	0	4	302	22	0	0	52	146	33	2	0	3	0	30	278	111	22	2	0	0	0	5	0	0	0	0	0	1	0	0	0	15	79	0	98	4	1	7	0	0	0	88	0	0	0	0	1	3	0	37	1	30	0	1	0	172	17	3	1	0	1	2	19	0	11	5	39	Vercial	1545	desc	desc	4682
Livro_de_Consolação	658	69969	CamCBra	Prosa:romance	95	898	7789	1419	177	1425	2182	17	50	148	981	2957	11222	1422	912	409	3260	4798	440	420	1854	3563	masc	36	3	52	630	899	1	69	2	11	43	8	1	0	4	0	1048	325	170	162	2150	98	62	1164	4	66	2	394	88	178	0	16	366	116	94	50	212	698	22	4	10	276	80	162	18	94	0	8	34	2	10	82	10	10	4	146	182	2	0	3	0	0	7	134	205	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	9	0	1	0	0	5	0	0	0	3	0	0	0	0	0	0	0	21	0	9	0	0	0	32	5	1	0	0	3	0	37	0	5	3	5	NOBRE	1872	desc	desc	3741
Livro_de_Mágoas	195	4805	FloEsp	Poesia:poesia	8	35	500	136	3	10	83	0	0	16	50	135	719	9	33	20	292	360	23	210	175	311	fem	26	1	4	53	6	29	4	0	0	4	0	0	0	0	0	62	3	0	3	190	0	4	68	4	0	0	22	6	2	0	0	46	0	30	0	4	168	0	2	0	8	0	16	0	0	0	0	2	0	0	4	0	0	0	0	4	0	0	2	1	0	7	11	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	2	0	0	1	0	5	0	0	0	0	4	0	0	0	0	Vercial	1919	desc	desc	592
Livro_de_Soror_Saudade	196	4805	FloEsp	Poesia:poesia	8	35	500	136	3	10	83	0	0	16	50	135	719	9	33	20	292	360	23	210	175	311	fem	26	1	4	53	6	29	4	0	0	4	0	0	0	0	0	62	3	0	3	190	0	4	68	4	0	0	22	6	2	0	0	46	0	30	0	4	168	0	2	0	8	0	16	0	0	0	0	2	0	0	4	0	0	0	0	4	0	0	2	1	0	7	11	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	2	0	0	1	0	5	0	0	0	0	4	0	0	0	0	Vercial	1923	desc	desc	592
Livro_do_desassossego	827	3104	FerPes	Prosa:ensaio	8	32	327	8	6	28	44	2	4	4	24	27	485	23	49	14	219	24	0	0	111	185	masc	6	1	1	6	3	0	0	0	0	0	0	0	0	0	0	47	6	0	6	67	0	2	24	4	0	0	16	4	8	0	0	10	0	18	0	4	26	0	2	8	6	6	0	4	0	0	0	0	0	0	4	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	Pantera	1982	modernismo	modernism	147
Livro_Negro_de_Padre_Dinis_I	115	50178	CamCBra	Prosa:romance	79	467	5948	909	162	1055	1656	37	6	248	428	1548	9242	1247	878	233	2238	3461	508	358	1109	2263	masc	72	10	65	577	524	15	50	0	11	28	6	2	0	3	0	881	225	142	89	1716	44	50	642	50	120	22	448	44	174	0	48	312	92	146	44	166	482	8	16	8	182	130	132	20	52	0	12	38	2	12	48	10	2	4	82	194	18	1	18	3	0	10	119	192	4	0	1	0	0	0	1	0	0	0	0	0	2	1	0	11	4	0	3	4	0	4	0	0	1	1	1	0	0	0	0	3	1	17	0	10	0	0	0	13	4	2	1	0	2	0	37	0	4	3	4	Vercial	1855	romantismo	romantism	3744
Livro_Negro_de_Padre_Dinis_II	116	52095	CamCBra	Prosa:romance	92	648	6421	1026	148	1049	1623	37	10	260	478	1798	9342	1179	950	232	2671	3558	470	485	1101	2189	masc	60	21	62	648	351	37	87	1	54	25	5	1	0	1	0	908	250	118	128	1620	64	106	580	34	68	8	466	60	174	0	32	238	94	128	38	178	522	4	12	0	186	80	86	10	54	0	0	48	2	16	46	4	0	4	68	158	11	3	10	1	0	8	120	197	21	0	0	0	0	0	0	0	0	0	3	1	0	1	0	8	13	0	0	0	0	8	0	0	1	6	0	2	0	0	0	3	2	28	0	14	1	0	0	15	3	1	1	0	5	0	17	0	2	6	4	Vercial	1855	romantismo	romantism	3736
Longe_dos_olhos	484	5812	MacAss	Prosa:conto	20	85	756	89	15	192	252	1	2	17	61	172	955	147	100	32	191	317	47	46	196	249	masc	3	0	1	52	0	2	1	0	0	1	0	0	0	0	0	162	19	4	15	150	2	6	90	2	8	0	28	4	14	0	0	46	8	10	2	8	32	0	2	2	4	8	6	4	2	0	0	6	0	0	14	0	0	0	18	4	1	0	0	1	0	1	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	OBras	1876	desc	desc	410
Luar_de_Janeiro	23	7118	AugGil	Poesia:poesia	24	72	718	125	6	59	151	1	1	13	118	276	1243	74	69	13	226	586	40	51	278	471	masc	26	1	8	106	19	9	7	0	5	0	2	0	0	0	0	64	3	0	3	156	4	12	58	0	6	0	38	2	8	0	2	28	4	18	2	24	70	0	0	0	6	0	16	2	8	0	0	4	0	0	10	0	0	0	4	6	1	0	3	3	0	4	21	39	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	6	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	1	1	1	0	0	0	0	7	0	1	1	1	Vercial	1909	desc	desc	1058
Macunaíma	494	49885	MardAnd	Prosa:romance	55	413	6477	493	144	1722	3155	0	41	205	231	2246	6742	595	582	158	1136	1958	95	681	2044	2129	masc	127	9	68	658	0	7	42	1	6	32	3	0	0	0	0	570	57	7	45	1037	4	30	116	2	578	0	294	44	84	0	0	194	82	48	58	124	188	0	30	2	100	10	32	12	20	0	8	6	0	0	66	12	0	0	66	30	18	13	1	6	0	18	81	219	6	2	0	0	0	0	0	0	0	0	1	2	1	0	0	7	60	0	6	2	0	5	0	0	1	6	6	0	0	0	0	0	8	78	0	22	4	0	1	15	1	4	1	0	5	10	67	0	13	17	2	OBras	1928	modernismo	modernism	3647
