A_Queda_dum_Anjo	59534	CamCBra	PT	1866	1860	59534	100.00
Contos_e_fantasias	59322	MAVC	PT	1880	1880	59322	100.00
A_vida_de_Frei_Bertolameu_dos_Mártires	59244	LuidSou	PT	1556	1550	59244	100.00
Amor_de_Salvação	59021	CamCBra	PT	1864	1860	59021	100.00
Discursos_vários_políticos	58891	ManSFar	PT	1583	1580	58891	100.00
Os_Bravos_do_Mindelo	58693	FauFon	PT	1906	1900	58693	100.00
A_chave_do_enigma	58627	FelCas	PT	1861	1860	58627	100.00
A_Vingança	58571	CamCBra	PT	1858	1850	58571	100.00
Memórias_do_Cárcere_I	58481	CamCBra	PT	1862	1860	58481	100.00
A_Lenda_da_Meia-Noite	58443	PinCha	PT	1906	1900	58443	100.00
Euronovela	58381	MigVAlm	PT	1998	1990	58381	100.00
Um_duelo_nas_sombras,_ou_D._Francisco_Manuel_de_Melo_(1630)	58165	AntFBar	PT	1875	1870	58165	100.00
Os_Brilhantes_do_Brasileiro	57789	CamCBra	PT	1869	1860	57789	100.00
O_Povo_Português_nos_seus_Costumes,_Crenças_e_Tradições_II	57784	TeoBra	PT	1885	1880	57784	100.00
O_Povo_Português_nos_seus_Costumes,_Crenças_e_Tradições_III	57784	TeoBra	PT	1885	1880	57784	100.00
A_Mortalha_de_Alzira	57685	AluAze	BR	1894	1890	57685	100.00
Monarchia_Lusitana	57618	AntBra	PT	1584	1580	57618	100.00
Da_pintura_antiga	57347	FradHol	PT	1517	1510	57347	100.00
Historia_do_futuro	56975	AntVie	PT	1608	1600	56975	100.00
A_Moreninha	56824	JMdM	BR	1844	1840	56824	100.00
O_Cemitério_dos_Vivos	56748	LimBar	BR	1920	1920	56748	100.00
Novo_Testamento:_João_e_Atos	56688	JoaFAlm	PT	1629	1620	56688	100.00
Viagem_à_Roda_da_Parvónia	56663	GueJun	PT	1879	1870	56663	100.00
Os_Brâmanes	56562	FraLGom	PT	1866	1860	56562	100.00
Os_filhos_de_Inês_de_Castro	56557	FFJL	PT	1905	1900	56557	100.00
Os_filhos_de_Inês_de_Castro_(FFJL)	56557	FFJL	PT	1905	1900	56557	100.00
O_futuro_à_janela	56481	LuiFSil	PT	1991	1990	56481	100.00
Cartas_Inéditas_de_Fradique_Mendes	56363	EcaQue	PT	1929	1920	56363	100.00
Vida_do_apostólico_padre_Antonio_Vieira	56355	AndBar	PT	1675	1670	56355	100.00
