"story_title","story_date_published","story_url","search_term_used"
"BOXED THE COMPASS TWICE.","1915-04-15","http://newspapers.library.wales/view/4098990/4098991/6/","German+Submarine"
"GERMAN DESTROYERS OUT. J","1915-07-31","http://newspapers.library.wales/view/4099736/4099737/13/","German+Submarine"
"ISKIPPER WHO ELUDED A PIRATE.I","1915-04-16","http://newspapers.library.wales/view/4098999/4099005/65/","German+Submarine"
"ALMOST HUMOROUS LIES. r I","1915-04-16","http://newspapers.library.wales/view/4098999/4099005/75/","German+Submarine"
"Advertising","1915-08-02","http://newspapers.library.wales/view/4099745/4099746/22/","German+Submarine"
"Advertising","1916-10-14","http://newspapers.library.wales/view/4102378/4102379/42/","German+Submarine"
"U-BOAT IN TROUBLE.","1917-06-12","http://newspapers.library.wales/view/4103592/4103593/23/","German+Submarine"
"NO WARNING GIVEN.I","1916-07-06","http://newspapers.library.wales/view/4101798/4101804/126/","German+Submarine"
"SINKING SUBMARINE i -","1915-11-05","http://newspapers.library.wales/view/4100341/4100342/18/","German+Submarine"
"NORTH-EAST COAST RAIDED.I","1916-07-15","http://newspapers.library.wales/view/4115242/4115243/12/","German+Submarine"
"Portmadoc Patriots.","1917-05-11","http://newspapers.library.wales/view/3413744/3413750/76/","German+Submarine"
"ENEMY SUBMARINE SUNK.","1914-11-28","http://newspapers.library.wales/view/3611354/3611356/11/","German+Submarine"
"NEWS IN BRIEF__I","1915-05-12","http://newspapers.library.wales/view/4099183/4099186/25/","German+Submarine"
"THEY CALL IT AN ACCIDENT.I","1915-04-20","http://newspapers.library.wales/view/4099022/4099023/33/","German+Submarine"
"THE WAR i -","1916-03-22","http://newspapers.library.wales/view/4101238/4101239/24/","German+Submarine"
"RESCUED BY CLIFF-LADDERSI","1916-04-27","http://newspapers.library.wales/view/4101446/4101447/23/","German+Submarine"
"jTHEWAR","1916-04-28","http://newspapers.library.wales/view/4101451/4101452/22/","German+Submarine"
"BRITISH OFFICER&apos;S DARING ACT.I","1915-08-28","http://newspapers.library.wales/view/4114807/4114814/127/","German+Submarine"
"WRECKAGE OF H!S OWN I SHIP.","1916-01-15","http://newspapers.library.wales/view/4092719/4092724/74/","German+Submarine"
"FIRST ARMED U.S. LINER. I","1917-04-07","http://newspapers.library.wales/view/4115538/4115539/21/","German+Submarine"
"-- ----------Special Telegrams.","1915-05-29","http://newspapers.library.wales/view/3611589/3611594/63/","German+Submarine"
"BRESLAU TORPEDOED. !","1915-07-31","http://newspapers.library.wales/view/3611670/3611672/9/","German+Submarine"
"GERMAN PIRAC. y CONTINUED.","1915-07-31","http://newspapers.library.wales/view/3611670/3611672/30/","German+Submarine"
"- - - - -_-_ -LUSITANIA VICTIMS.","1915-05-14","http://newspapers.library.wales/view/4130090/4130098/56/","German+Submarine"
"THE WAR.","1916-07-14","http://newspapers.library.wales/view/3690070/3690076/61/","German+Submarine"
"GERMAN SUBMARINE SUNK.","1915-07-10","http://newspapers.library.wales/view/4114716/4114723/103/","German+Submarine"
"Prindder Siwgwr.","1917-07-20","http://newspapers.library.wales/view/3688777/3688780/27/","German+Submarine"
"-==----=.-WAR LATEST. J","1915-08-19","http://newspapers.library.wales/view/3857758/3857766/97/","German+Submarine"
"LOSS OF H.M.S. -HAWKE.i","1914-10-21","http://newspapers.library.wales/view/4118357/4118361/39/","German+Submarine"
"I Milford Haven News. I","1916-12-13","http://newspapers.library.wales/view/4118917/4118920/24/","German+Submarine"
"BRESLAU TORPEDOED. I","1915-07-28","http://newspapers.library.wales/view/4118557/4118561/39/","German+Submarine"
"U-BOAT CHASERS. v","1917-07-14","http://newspapers.library.wales/view/3979012/3979015/39/","German+Submarine"
"PERUVIANS DEMANDS.I","1917-02-16","http://newspapers.library.wales/view/4122100/4122102/15/","German+Submarine"
"TRAWLER TORPEDOED.","1915-04-16","http://newspapers.library.wales/view/4121236/4121239/40/","German+Submarine"
"SHELLS AT TRAWLER. I","1915-04-30","http://newspapers.library.wales/view/4121254/4121257/22/","German+Submarine"
"THE .WELSH AND THE ONION. I","1916-04-07","http://newspapers.library.wales/view/4243402/4243409/73/","German+Submarine"
".PRESIDENT WILSON S ULTI-I MATUM-","1916-04-20","http://newspapers.library.wales/view/4243420/4243425/44/","German+Submarine"
"I L. & N.W. Railwaymen&apos;s Sympathy. I","1915-05-28","http://newspapers.library.wales/view/4121290/4121295/42/","German+Submarine"
"Submarine Sunk by Aeroplane. I","1915-08-27","http://newspapers.library.wales/view/4121407/4121412/51/","German+Submarine"
"CHASED BY SUBMARINE. I","1914-12-18","http://newspapers.library.wales/view/4121083/4121085/8/","German+Submarine"
"BRIFISH STEAMERS SUNK.","1914-12-04","http://newspapers.library.wales/view/4121065/4121071/63/","German+Submarine"
"[No title]","1916-02-04","http://newspapers.library.wales/view/4121614/4121617/55/","German+Submarine"
"BRAVE FISHERMEN REWARDED. I","1915-07-02","http://newspapers.library.wales/view/4121335/4121338/32/","German+Submarine"
"I_Captures of U Boats..-.-,","1917-05-17","http://newspapers.library.wales/view/4013736/4013739/38/","German+Submarine"
"HONOUR FOR CAPTAIN OF THORDIS.","1915-03-26","http://newspapers.library.wales/view/4121209/4121216/81/","German+Submarine"
"WHITE STAR LINER SUNK.","1915-08-20","http://newspapers.library.wales/view/4243105/4243110/45/","German+Submarine"
"ABERARTH.","1915-05-01","http://newspapers.library.wales/view/3888691/3888705/133/","German+Submarine"
"GERMAN SUBMARINE SUNK. -","1914-11-26","http://newspapers.library.wales/view/3755185/3755191/61/","German+Submarine"
"—— *1*— GERMAN SUBMARINE SUNK. --------","1914-10-29","http://newspapers.library.wales/view/3755149/3755155/63/","German+Submarine"
"SUBMARINE SCAREDI OFF.","1915-03-06","http://newspapers.library.wales/view/4092332/4092340/138/","German+Submarine"
"i -MET GInIAN SUBMARINES. !","1915-02-27","http://newspapers.library.wales/view/4092323/4092326/31/","German+Submarine"
"I OUTSIDE THE PALE. j","1915-02-06","http://newspapers.library.wales/view/4092296/4092299/43/","German+Submarine"
"IFIRST RESULTS OF IT","1915-02-27","http://newspapers.library.wales/view/4092323/4092325/19/","German+Submarine"
"THE TUBANTiA. ______!","1916-06-14","http://newspapers.library.wales/view/4101677/4101678/14/","German+Submarine"
"MURDERED AT SEA____I","1917-05-22","http://newspapers.library.wales/view/4103502/4103503/20/","German+Submarine"
"THEWAR","1915-06-19","http://newspapers.library.wales/view/4099450/4099451/27/","German+Submarine"
"------------TULWAR","1915-03-12","http://newspapers.library.wales/view/3412710/3412718/69/","German+Submarine"
"MURDERED AT SEA. I","1917-05-26","http://newspapers.library.wales/view/4115587/4115590/85/","German+Submarine"
"SMALL HARBOUR I SHELLED.","1916-07-15","http://newspapers.library.wales/view/4092907/4092913/116/","German+Submarine"
"PIRATE&apos;S DOOM.I","1915-06-12","http://newspapers.library.wales/view/4114664/4114671/107/","German+Submarine"
"DASH FOR SUBMARINE.","1915-04-01","http://newspapers.library.wales/view/3857578/3857585/96/","German+Submarine"
"SUBMARINE PIRATES KILL TWO FISHERMEN.","1915-04-30","http://newspapers.library.wales/view/4121254/4121256/9/","German+Submarine"
"LEYLAND LINER SHELLED.","1915-08-06","http://newspapers.library.wales/view/4121380/4121382/8/","German+Submarine"
"THE SINKING OF &quote;&quote; U4 I.&quote;&apos; .——ep.-","1916-12-29","http://newspapers.library.wales/view/4122037/4122040/13/","German+Submarine"
"THREE SHIPS SUNK.I -","1915-07-16","http://newspapers.library.wales/view/4121353/4121356/43/","German+Submarine"
"TRAGEDY OF THE U9.","1914-11-05","http://newspapers.library.wales/view/4012955/4012956/11/","German+Submarine"
"*.-J&apos; .SUBMARINE OUTWITTED.","1915-02-18","http://newspapers.library.wales/view/3755293/3755301/90/","German+Submarine"
"| YEAR&apos;S DIARY. J YEAR&apos;S. DIARY.","1915-08-07","http://newspapers.library.wales/view/4114768/4114775/106/","German+Submarine"
"PIRATES&apos; tlA TEST.","1915-05-01","http://newspapers.library.wales/view/4099106/4099113/129/","German+Submarine"
"PIRATES GET BUSY.I ———.0———","1915-05-03","http://newspapers.library.wales/view/4099115/4099116/25/","German+Submarine"
"U.S. STEAMER SHELLED","1917-03-15","http://newspapers.library.wales/view/4103217/4103218/17/","German+Submarine"
"- CAPTAIN SAM OF THE SNOWDON PEAK.","1915-03-11","http://newspapers.library.wales/view/3857551/3857558/103/","German+Submarine"
"BRITISH STEAMERS TORPEDOED.","1915-02-25","http://newspapers.library.wales/view/3857533/3857535/12/","German+Submarine"
"BRITISH STEAMERS TORPEDOED,","1915-02-24","http://newspapers.library.wales/view/4118447/4118451/46/","German+Submarine"
"Advertising","1914-10-22","http://newspapers.library.wales/view/3755140/3755148/98/","German+Submarine"
"EIGHTEEN PIltATJiS PERISH","1915-03-13","http://newspapers.library.wales/view/4092341/4092349/124/","German+Submarine"
"I I TORPEDOED.","1915-01-22","http://newspapers.library.wales/view/4098303/4098304/31/","German+Submarine"
"￼￼ THEWAR","1915-09-08","http://newspapers.library.wales/view/4099969/4099970/31/","German+Submarine"
"SIR E. GREY&apos;S REPLY","1916-01-08","http://newspapers.library.wales/view/4115022/4115026/67/","German+Submarine"
",NEW GERMAN! &apos;CRIME.","1918-06-08","http://newspapers.library.wales/view/4105145/4105146/13/","German+Submarine"
"U BOAT&apos;S lONG TRIP I I","1916-07-10","http://newspapers.library.wales/view/4101821/4101823/27/","German+Submarine"
"TURNING POINT OF ,WAR !","1917-04-19","http://newspapers.library.wales/view/4103362/4103363/5/","German+Submarine"
"I TWELVE LVES LOST. j","1915-04-17","http://newspapers.library.wales/view/4114560/4114569/135/","German+Submarine"
"ST ASAPH.","1915-06-05","http://newspapers.library.wales/view/3611598/3611603/73/","German+Submarine"
"BARRY CAPTAIN&apos;S DEED.","1915-03-12","http://newspapers.library.wales/view/4130009/4130016/54/","German+Submarine"
"NAVAL","1916-10-28","http://newspapers.library.wales/view/4093012/4093017/94/","German+Submarine"
"-II -.ACHES u. s,. I BREMEN REACHES U.S. .... i","1916-09-30","http://newspapers.library.wales/view/4092984/4092989/83/","German+Submarine"
"GERMAN WAR ON SHIPPING.","1915-02-04","http://newspapers.library.wales/view/3857506/3857508/10/","German+Submarine"
"I RUBBER ONIONS.","1916-05-06","http://newspapers.library.wales/view/3978462/3978467/63/","German+Submarine"
"I THREE S IE A ME IIS SUNK.","1915-06-02","http://newspapers.library.wales/view/4118517/4118521/52/","German+Submarine"
"I BALTIC BATTLE.","1915-07-09","http://newspapers.library.wales/view/4121344/4121347/31/","German+Submarine"
"GERMAN SUBMARINE ATTACK ON DUTCH SHIPPING.","1917-03-02","http://newspapers.library.wales/view/4122118/4122120/18/","German+Submarine"
"WAR ON NEUTRALS. I","1915-04-02","http://newspapers.library.wales/view/4121218/4121224/70/","German+Submarine"
"OLD CRUISER SUNK","1914-11-07","http://newspapers.library.wales/view/4092206/4092209/35/","German+Submarine"
"TWO MORE PIRATES ! GONE P I -","1915-04-03","http://newspapers.library.wales/view/4092359/4092365/100/","German+Submarine"
"¡SHIP OF MANY ADVENTURES.I","1915-11-13","http://newspapers.library.wales/view/3978237/3978244/80/","German+Submarine"
"I&apos;.I IWHITE STAR LINER j","1915-06-05","http://newspapers.library.wales/view/4092431/4092434/57/","German+Submarine"
"TORPEDOED AMERICAN. i 1-1","1915-06-05","http://newspapers.library.wales/view/4092431/4092438/135/","German+Submarine"
"ISUNK THE ARABIC.","1915-09-04","http://newspapers.library.wales/view/4092548/4092552/58/","German+Submarine"
"DISMISSED THE SERVICE.","1915-09-11","http://newspapers.library.wales/view/4092557/4092562/80/","German+Submarine"
"SWANSEA TRADER.","1915-10-09","http://newspapers.library.wales/view/4092593/4092597/80/","German+Submarine"
"CREW DECLINED WINE.!","1915-04-03","http://newspapers.library.wales/view/4092359/4092361/30/","German+Submarine"
"CAPTAIN, OFFICERS AND .CREW HONOURED.","1915-04-17","http://newspapers.library.wales/view/4092377/4092384/110/","German+Submarine"
"THEWAR I - - - .","1915-06-08","http://newspapers.library.wales/view/4099372/4099373/29/","German+Submarine"
"THEWAR i","1915-06-09","http://newspapers.library.wales/view/4099379/4099380/36/","German+Submarine"
"- &apos;-&quote;&quote;, .-. __&quote;.__n__-_,-&apos;-___C&quote;:;: I SUBMARINE CONE. i .I","1915-03-03","http://newspapers.library.wales/view/4098678/4098681/31/","German+Submarine"
"[No title]","1916-02-01","http://newspapers.library.wales/view/4100923/4100929/108/","German+Submarine"
"CHASES BY QERHAM SIWRINLI","1915-02-08","http://newspapers.library.wales/view/4098516/4098522/86/","German+Submarine"
"THEWAR&quote;","1915-09-13","http://newspapers.library.wales/view/4099997/4099998/27/","German+Submarine"
"I WHITE STAR LINER. I","1916-05-09","http://newspapers.library.wales/view/4101500/4101501/4/","German+Submarine"
"I VICTIM OF PIRATES.","1915-05-29","http://newspapers.library.wales/view/4099308/4099314/114/","German+Submarine"
"ATTACK ON SUBMARINEj","1915-10-05","http://newspapers.library.wales/view/4100134/4100135/4/","German+Submarine"
"JUTLAND BATTLE !","1917-01-03","http://newspapers.library.wales/view/4102846/4102847/30/","German+Submarine"
"JUTLAND BATTLE","1917-01-04","http://newspapers.library.wales/view/4102853/4102856/70/","German+Submarine"
"BRITONFERRY ENGINEER. I","1918-08-03","http://newspapers.library.wales/view/4115932/4115936/97/","German+Submarine"
"-OUR HUGE EFFORT.I","1917-07-28","http://newspapers.library.wales/view/4103798/4103799/23/","German+Submarine"
"THE REWA.","1918-01-16","http://newspapers.library.wales/view/4104535/4104536/33/","German+Submarine"
"SHELLED BY U-BOAT,","1918-07-23","http://newspapers.library.wales/view/4105339/4105340/7/","German+Submarine"
"j&apos;FERRYENGINEER.1 Ii ! &apos;FERRY ENGINEER. 1: , -__.-_._-_-","1918-07-27","http://newspapers.library.wales/view/4105359/4105362/56/","German+Submarine"
"UNDERSEA WAR I . } c:r - . !","1918-08-21","http://newspapers.library.wales/view/4105463/4105466/45/","German+Submarine"
"I NAVY WHICH WINS! i","1918-06-26","http://newspapers.library.wales/view/4105220/4105221/14/","German+Submarine"
"HOSPITL SHIP ER!MEI _","1918-07-03","http://newspapers.library.wales/view/4105250/4105251/4/","German+Submarine"
"IONLY -12 -SHIPS LOST","1917-11-08","http://newspapers.library.wales/view/4104242/4104244/42/","German+Submarine"
"! MYSTERY MAN.","1918-05-29","http://newspapers.library.wales/view/4105100/4105103/45/","German+Submarine"
"LABOUR AFTER WAR. I ...","1917-10-16","http://newspapers.library.wales/view/4104140/4104141/11/","German+Submarine"
".I .,J7. FISHING BOATS. t","1918-06-12","http://newspapers.library.wales/view/4105160/4105161/17/","German+Submarine"
"YEAR&apos;S DIARY.J","1915-08-04","http://newspapers.library.wales/view/4099759/4099763/89/","German+Submarine"
"I NORWAY AND U-BOATS I -","1916-10-16","http://newspapers.library.wales/view/4102385/4102386/26/","German+Submarine"
"THE SIREN km THE SUBMARINE","1916-02-16","http://newspapers.library.wales/view/4101022/4101023/20/","German+Submarine"
"TO-DAYS WAR RESUME¡","1916-07-10","http://newspapers.library.wales/view/4101821/4101823/33/","German+Submarine"
"I UNITING GREECE. !","1917-06-21","http://newspapers.library.wales/view/4103632/4103633/5/","German+Submarine"
"U.S. AND SUBMARINES.","1916-10-18","http://newspapers.library.wales/view/4102399/4102402/53/","German+Submarine"
"&apos;-&apos; &apos; &apos; &quote; &quote;&apos; NEUTRALS IN EUROPE. n»","1917-02-05","http://newspapers.library.wales/view/4103032/4103037/94/","German+Submarine"
"FISHERMEN&apos;S FIND. --","1915-03-23","http://newspapers.library.wales/view/4098825/4098826/17/","German+Submarine"
"SUBMARINE RAID.","1916-07-12","http://newspapers.library.wales/view/4101835/4101836/3/","German+Submarine"
"WAR RESUMEI","1916-07-12","http://newspapers.library.wales/view/4101835/4101836/38/","German+Submarine"
"H Bt f**&apos; ? F ?& F? THEWAR I","1915-11-11","http://newspapers.library.wales/view/4100380/4100381/25/","German+Submarine"
"SWANSEA TRADER.","1915-07-05","http://newspapers.library.wales/view/4099557/4099558/11/","German+Submarine"
"U-BA-AT VICTIMS","1917-06-29","http://newspapers.library.wales/view/4103671/4103675/71/","German+Submarine"
"-&quote;AN UNHAPPY ACCIDENT.&quote;I","1915-08-24","http://newspapers.library.wales/view/4099878/4099879/33/","German+Submarine"
"I U -BOAT --AS -CRUISER. I","1916-11-28","http://newspapers.library.wales/view/4102646/4102647/32/","German+Submarine"
"SPAIN&apos;S STROMG NOTE.","1917-04-25","http://newspapers.library.wales/view/4103387/4103388/21/","German+Submarine"
",-,u,-,--,-I SPANISH STEAMER SUM i &apos;,-,","1916-04-11","http://newspapers.library.wales/view/4101357/4101358/4/","German+Submarine"
"- - - - V.C.&apos;s DYiNG MESSAGE.","1918-01-24","http://newspapers.library.wales/view/4104570/4104571/6/","German+Submarine"
"i BRISTOL CHANNEL SPIES.","1918-03-12","http://newspapers.library.wales/view/4104778/4104779/40/","German+Submarine"
":.CARPATHIA LOST","1918-07-20","http://newspapers.library.wales/view/4105329/4105330/15/","German+Submarine"
"TO-DAY&apos;S NEWS IN BRIEF","1917-11-22","http://newspapers.library.wales/view/4104302/4104303/25/","German+Submarine"
"THE BRITANNIC.","1916-11-25","http://newspapers.library.wales/view/4102632/4102633/5/","German+Submarine"
"C-30AT AT .NEW YORK","1917-10-20","http://newspapers.library.wales/view/4104160/4104161/6/","German+Submarine"
"BRITISH PLUCK REWARDED.I","1915-04-10","http://newspapers.library.wales/view/4098954/4098955/29/","German+Submarine"
"THEWAR","1915-07-26","http://newspapers.library.wales/view/4099697/4099698/26/","German+Submarine"
"TO-DAYS WAR RESUME I .. : .","1916-11-06","http://newspapers.library.wales/view/4102511/4102512/44/","German+Submarine"
"U-BOAT MURDERS. I ———O:","1917-08-06","http://newspapers.library.wales/view/4103833/4103834/10/","German+Submarine"
"| VESSEL TORPEDOED.I !___.___","1915-04-12","http://newspapers.library.wales/view/4098963/4098964/8/","German+Submarine"
";MANY SHIPS SUNK ( - - .. I","1915-12-02","http://newspapers.library.wales/view/4100522/4100523/4/","German+Submarine"
"SEIZED ON BRUSSELS. -","1916-10-03","http://newspapers.library.wales/view/4102308/4102312/101/","German+Submarine"
"LATEST SUBMARINE VICTIMS","1915-06-16","http://newspapers.library.wales/view/4099427/4099430/41/","German+Submarine"
"TORPEDOED SHIP SALVED","1915-06-18","http://newspapers.library.wales/view/4099441/4099449/118/","German+Submarine"
"NEUTRALS SUNK.","1916-10-25","http://newspapers.library.wales/view/4102441/4102442/15/","German+Submarine"
"THEWAR I","1915-12-03","http://newspapers.library.wales/view/4100529/4100530/30/","German+Submarine"
"-THE POLITE PIRATEI ——-8———","1915-07-30","http://newspapers.library.wales/view/4099727/4099730/59/","German+Submarine"
"| TO-DAYS WAR RESUME","1917-08-14","http://newspapers.library.wales/view/4103868/4103869/38/","German+Submarine"
"DAMAGE TO THE WAYFARER.I","1915-04-15","http://newspapers.library.wales/view/4098990/4098998/114/","German+Submarine"
"I VICTIMS OF FALABA OUTRAGE. I","1915-04-16","http://newspapers.library.wales/view/4098999/4099000/26/","German+Submarine"
"TO-DAYS WAR RESUME","1916-10-12","http://newspapers.library.wales/view/4102364/4102365/31/","German+Submarine"
"HOLLWEG&apos;S FALL,1 —&apos; 1 ■ 1 &apos; ■I","1917-07-17","http://newspapers.library.wales/view/4103748/4103749/5/","German+Submarine"
"Advertising","1915-07-16","http://newspapers.library.wales/view/4099635/4099636/33/","German+Submarine"
"OILING THE U BOATS","1915-11-23","http://newspapers.library.wales/view/4100458/4100465/129/","German+Submarine"
"- - - - - - - - - - THE WAR","1915-06-11","http://newspapers.library.wales/view/4099395/4099396/27/","German+Submarine"
"U BOAT&apos;S HASTY RETREAT I","1916-02-02","http://newspapers.library.wales/view/4100932/4100933/12/","German+Submarine"
"THE WAR |","1915-06-15","http://newspapers.library.wales/view/4099418/4099419/29/","German+Submarine"
"I NEW GREEK CABINET&apos;","1916-10-09","http://newspapers.library.wales/view/4102343/4102348/96/","German+Submarine"
"[ U-BOAT BRUTALITY. i I I","1917-01-25","http://newspapers.library.wales/view/4102971/4102974/69/","German+Submarine"
"&quote; NEXT TIME &quote; SAYS THE PIRATE.!","1915-06-23","http://newspapers.library.wales/view/4099473/4099479/93/","German+Submarine"
"ITRANSPCRT SHELLED___/","1915-11-11","http://newspapers.library.wales/view/4100380/4100381/14/","German+Submarine"
"BORE SHIPS SUNK","1916-03-01","http://newspapers.library.wales/view/4101110/4101111/3/","German+Submarine"
"NEBRASKAN REACHES PORT. I","1915-05-28","http://newspapers.library.wales/view/4099299/4099307/151/","German+Submarine"
"! PIRATES&apos; VICTIMS.","1915-03-20","http://newspapers.library.wales/view/4114508/4114515/84/","German+Submarine"
".FIFTY LIVES LOST. j","1916-04-08","http://newspapers.library.wales/view/4115142/4115143/11/","German+Submarine"
"I THE NAVAL FLIGHT. I","1916-08-22","http://newspapers.library.wales/view/4102072/4102073/14/","German+Submarine"
"[No title]","1916-08-24","http://newspapers.library.wales/view/4102084/4102089/86/","German+Submarine"
"RUTHLESS MEASURES ADVOCATED. I","1915-02-05","http://newspapers.library.wales/view/4098488/4098490/7/","German+Submarine"
"SAVED BY INCHES.I I","1915-02-05","http://newspapers.library.wales/view/4098488/4098490/31/","German+Submarine"
"PIRATE&apos;S WAR ON A TRAWLERS. I","1915-05-20","http://newspapers.library.wales/view/4099244/4099250/89/","German+Submarine"
"NEWS IN BRIEF","1915-04-13","http://newspapers.library.wales/view/4098972/4098977/53/","German+Submarine"
"BLAENAU FESTZmcm.","1915-04-09","http://newspapers.library.wales/view/3412746/3412753/82/","German+Submarine"
"TRANSIT SHElLED I","1915-11-13","http://newspapers.library.wales/view/4114934/4114939/101/","German+Submarine"
"LATEST WAR NEWS I","1915-08-28","http://newspapers.library.wales/view/4114807/4114814/126/","German+Submarine"
"z -_-- :,==:-,=-= I CLAUDE AND ALICE ASKEW.!","1917-10-20","http://newspapers.library.wales/view/4115734/4115735/31/","German+Submarine"
"I £2(0 PRIZE Fgq SWANSEA TRADER&quote;SU&apos;&apos;REW !","1915-10-09","http://newspapers.library.wales/view/4114879/4114884/85/","German+Submarine"
"I WELSH WHIP AND THE &quote; U &quote; BOATS.","1917-02-10","http://newspapers.library.wales/view/4110354/4110356/17/","German+Submarine"
"NEUTRAL VESSELS SUNK.","1916-10-21","http://newspapers.library.wales/view/4115348/4115349/10/","German+Submarine"
"PIRATE&apos;S WAR ON TRAWLERS. I","1915-05-22","http://newspapers.library.wales/view/4114625/4114632/111/","German+Submarine"
"toss OF Ult, ADMITTEDI. I","1914-11-28","http://newspapers.library.wales/view/4114296/4114303/113/","German+Submarine"
"LATEST WAR NEWSI <","1915-08-21","http://newspapers.library.wales/view/4114794/4114801/109/","German+Submarine"
"TIDE OF PATRIOTISM. I","1917-04-07","http://newspapers.library.wales/view/4115538/4115539/16/","German+Submarine"
"! SCENE IN COUNTY COURT.","1915-06-26","http://newspapers.library.wales/view/4114690/4114695/78/","German+Submarine"
"BRiTISH LINER SUNK.","1917-02-10","http://newspapers.library.wales/view/4115482/4115483/9/","German+Submarine"
"IMPRISONED OFFICERS.","1915-05-01","http://newspapers.library.wales/view/3611553/3611556/36/","German+Submarine"
"SINKING OF AMERICAN SHIPS.","1915-05-08","http://newspapers.library.wales/view/3611562/3611565/30/","German+Submarine"
"BRITISH CRUISER SUNK.","1914-11-07","http://newspapers.library.wales/view/3611327/3611329/5/","German+Submarine"
", VON MACKENSEN CHECK-: D. I--","1915-07-31","http://newspapers.library.wales/view/3611670/3611672/25/","German+Submarine"
"Latest War News.  -","1918-07-06","http://newspapers.library.wales/view/3612682/3612685/35/","German+Submarine"
"BARRY SAILORS TERRIBLE ORDEAL. i","1917-04-20","http://newspapers.library.wales/view/4130531/4130538/42/","German+Submarine"
"TORPEDOED CREW IN OPEN BOATSV","1917-05-11","http://newspapers.library.wales/view/4130558/4130563/39/","German+Submarine"
"IA CHARMED UFE.--I","1918-04-20","http://newspapers.library.wales/view/4110664/4110666/48/","German+Submarine"
"NTAVAL I","1916-12-02","http://newspapers.library.wales/view/4093047/4093052/86/","German+Submarine"
"[No title]","1916-07-15","http://newspapers.library.wales/view/4092907/4092908/7/","German+Submarine"
"Moored Memories.","1915-07-02","http://newspapers.library.wales/view/3678735/3678743/90/","German+Submarine"
"/MANY SHIPS SUNK","1915-12-04","http://newspapers.library.wales/view/4114967/4114972/98/","German+Submarine"
"STEAMER SVNK BY SUBMARINE.I","1915-06-05","http://newspapers.library.wales/view/4114651/4114661/172/","German+Submarine"
"FOUR DAYS IN OPEN BOAT.","1917-03-24","http://newspapers.library.wales/view/4115524/4115527/87/","German+Submarine"
"- DEONIAETH ARFON.","1917-06-01","http://newspapers.library.wales/view/3688742/3688744/9/","German+Submarine"
"BRECON MAN&apos;S STARTLINGj STORY.","1915-05-27","http://newspapers.library.wales/view/3857650/3857654/33/","German+Submarine"
"I LIFE ON A U BOAT.","1916-06-10","http://newspapers.library.wales/view/3978507/3978512/64/","German+Submarine"
"TEN BRITISH SUBMARINES ALREADY CROSSED ATLANTIC. I","1916-07-15","http://newspapers.library.wales/view/3978552/3978560/93/","German+Submarine"
"LOCAL COMPENSATION AWARD, i","1916-03-22","http://newspapers.library.wales/view/4118727/4118730/19/","German+Submarine"
"GERMAN NOTE TO U.S.&apos;,","1915-07-14","http://newspapers.library.wales/view/4118547/4118551/58/","German+Submarine"
"- - .-.-.- - - - - - Sad Spectacle at Milford.","1917-03-28","http://newspapers.library.wales/view/4118992/4118995/35/","German+Submarine"
"I THE ESCAPE OF THE ASTURIAS. I","1915-02-10","http://newspapers.library.wales/view/4118437/4118441/45/","German+Submarine"
"GERMAN WAR ON SHIPPING,","1915-02-03","http://newspapers.library.wales/view/4118432/4118436/41/","German+Submarine"
"IRISH SEA RAID.I","1915-02-03","http://newspapers.library.wales/view/4118432/4118436/42/","German+Submarine"
"DUTCH STEAMER SUNK. j","1915-04-23","http://newspapers.library.wales/view/4121245/4121247/18/","German+Submarine"
"&quote;THE INHUMAN DOGS.&quote;","1915-04-23","http://newspapers.library.wales/view/4121245/4121248/33/","German+Submarine"
"CONTRAST IN SEA WARFARE METHODS I","1917-04-06","http://newspapers.library.wales/view/4122163/4122166/29/","German+Submarine"
"&quote;A MALEDICTION.&quote;","1915-04-01","http://newspapers.library.wales/view/4242925/4242928/26/","German+Submarine"
"i POOR RESULTS ACHIEVED BY GERMAN ,BLOCKADE.","1915-05-28","http://newspapers.library.wales/view/4121290/4121295/62/","German+Submarine"
"■ - - &quote; I. i. r&quote;&quote;T i...&apos;.I I BAOGE FOR TORPfcDOfiD SEAMEN.","1918-05-24","http://newspapers.library.wales/view/4124651/4124653/14/","German+Submarine"
"TORPEDO-BOATS SUNK-","1915-06-18","http://newspapers.library.wales/view/4121317/4121323/80/","German+Submarine"
"FIRST OF GERMANY&apos;S SUBMARINE&quote;I CRUISERS LOST.","1918-05-31","http://newspapers.library.wales/view/4124660/4124667/80/","German+Submarine"
"STEAMER&apos;S ATTACK ON U BOAT.I","1915-10-08","http://newspapers.library.wales/view/4121461/4121467/70/","German+Submarine"
"IWHEN SUBMARINES MEET. - ---","1918-08-30","http://newspapers.library.wales/view/4124780/4124783/14/","German+Submarine"
"ISKIPPER COURT-MARTIALLED. I","1915-09-10","http://newspapers.library.wales/view/4121425/4121428/44/","German+Submarine"
"BELGIAN STEAMER AMONG GERMAN SUBMARINES&apos; VICTIMS.","1915-07-09","http://newspapers.library.wales/view/4121344/4121350/70/","German+Submarine"
"ILOST GERMAN SUBMARINES.I Is","1915-10-08","http://newspapers.library.wales/view/4121461/4121463/6/","German+Submarine"
"TY&apos;NYGONGL. I","1917-12-14","http://newspapers.library.wales/view/4244106/4244113/84/","German+Submarine"
