"story_title","story_date_published","story_url","search_term_used"
"Advertising","1915-07-26","http://newspapers.library.wales/view/4099697/4099698/33/","German+Submarine"
"Advertising","1915-06-17","http://newspapers.library.wales/view/4099434/4099435/38/","German+Submarine"
"TO-DAY&apos;S NEWS IN BRIEF I","1917-05-23","http://newspapers.library.wales/view/4103507/4103508/37/","German+Submarine"
"Advertising","1917-05-25","http://newspapers.library.wales/view/4103517/4103520/63/","German+Submarine"
": IMPERIAL PARLIAMENT.! ! --I","1916-07-18","http://newspapers.library.wales/view/4101870/4101873/39/","German+Submarine"
"GERMAN RAID ON TRANSPORTS !","1916-10-28","http://newspapers.library.wales/view/4102462/4102465/56/","German+Submarine"
"POPE AID PEACEI","1917-08-14","http://newspapers.library.wales/view/4103868/4103869/24/","German+Submarine"
"IGALLOUS PIRATESI I - I","1915-04-16","http://newspapers.library.wales/view/4098999/4099000/20/","German+Submarine"
"I _PIRATES&apos; VICTIMS","1915-06-28","http://newspapers.library.wales/view/4099505/4099506/9/","German+Submarine"
"¡ GERMAN -U-BOATS.","1917-02-17","http://newspapers.library.wales/view/4103101/4103102/43/","German+Submarine"
"THE U-BOAT CAMPAICN. ._-._-I","1916-10-30","http://newspapers.library.wales/view/4102469/4102470/18/","German+Submarine"
"NORTH SEA FIGHT !","1916-07-24","http://newspapers.library.wales/view/4101905/4101906/14/","German+Submarine"
"Advertising","1915-06-24","http://newspapers.library.wales/view/4099480/4099481/34/","German+Submarine"
"GERMANY&apos;S PLEDGE.I","1917-07-14","http://newspapers.library.wales/view/4103738/4103739/8/","German+Submarine"
"AIR RAID RESULTS.","1915-03-27","http://newspapers.library.wales/view/4114521/4114528/99/","German+Submarine"
"GERMAN DREADNOUGHT TORPEDOED.","1916-08-23","http://newspapers.library.wales/view/4102079/4102082/60/","German+Submarine"
"I 20 BIG SHiPS-I","1917-09-06","http://newspapers.library.wales/view/4103968/4103969/8/","German+Submarine"
"NEW QUAY.","1917-05-04","http://newspapers.library.wales/view/3413735/3413739/38/","German+Submarine"
"AMAZING PLOT. 1","1916-04-28","http://newspapers.library.wales/view/3413241/3413244/29/","German+Submarine"
"&apos;ABERDOVEY.","1917-05-11","http://newspapers.library.wales/view/3413744/3413749/52/","German+Submarine"
"J PWLLHELIT","1917-08-10","http://newspapers.library.wales/view/3413861/3413868/96/","German+Submarine"
"I ON THE SCREEN.","1914-12-04","http://newspapers.library.wales/view/4097982/4097988/85/","German+Submarine"
"VOICES OF THE WORLD.","1915-05-11","http://newspapers.library.wales/view/4099174/4099175/32/","German+Submarine"
"HOW U-BOATS ARE SUNK ,","1917-12-04","http://newspapers.library.wales/view/4104354/4104357/55/","German+Submarine"
"DASH FOR LIBERTY.J","1915-04-21","http://newspapers.library.wales/view/4099029/4099032/50/","German+Submarine"
"THE BRITISH NAVY.","1918-05-03","http://newspapers.library.wales/view/3414212/3414217/60/","German+Submarine"
"THE WAR DAY BY JAY.  -;","1917-09-28","http://newspapers.library.wales/view/3413924/3413932/108/","German+Submarine"
"ONLY TEN SAVED","1916-04-14","http://newspapers.library.wales/view/3413223/3413230/97/","German+Submarine"
"[No title]","1917-08-11","http://newspapers.library.wales/view/4115664/4115668/110/","German+Submarine"
"I FIGHTING THE &quote; U&quote;I IBOATS. .","1917-02-03","http://newspapers.library.wales/view/4110347/4110349/21/","German+Submarine"
"BOMBS FROM PATROL IBOATS.r I","1917-02-17","http://newspapers.library.wales/view/4110361/4110366/103/","German+Submarine"
"I ALLEGED SPY CHARGED. I","1915-05-22","http://newspapers.library.wales/view/4114625/4114636/206/","German+Submarine"
"IMRS. GRUNDY&apos;S JOTTINGS","1916-05-19","http://newspapers.library.wales/view/4168936/4168941/27/","German+Submarine"
"I THE SUBMARINE MENACE.","1917-05-04","http://newspapers.library.wales/view/4130549/4130554/19/","German+Submarine"
"I.,THE . WAR.I","1914-10-23","http://newspapers.library.wales/view/4128759/4128763/30/","German+Submarine"
"I RE-UNITED, AFTER LONGI&apos; YEARS!","1916-05-26","http://newspapers.library.wales/view/4168945/4168952/49/","German+Submarine"
"I REVIEW OF PUBLICATIONS.","1916-07-28","http://newspapers.library.wales/view/4169026/4169028/9/","German+Submarine"
"! ONLY EIGHTEEN HOURS OUT i OF BARRY.","1917-10-26","http://newspapers.library.wales/view/4130774/4130781/45/","German+Submarine"
"—&apos; r - ■ L. &apos; 1 • *&apos;. WAS ON THE ASTURIAS.","1917-04-07","http://newspapers.library.wales/view/4110410/4110413/88/","German+Submarine"
"? ONLY WELSHMAN ON ! CYMRIC. I","1916-05-20","http://newspapers.library.wales/view/4092865/4092868/50/","German+Submarine"
"U U BOAI S DESPATCHES.-","1916-10-14","http://newspapers.library.wales/view/4092998/4093000/32/","German+Submarine"
"WAR JOTTINGS","1916-08-25","http://newspapers.library.wales/view/3690116/3690118/13/","German+Submarine"
"|DARING NAVAL ENCOUNTERS","1914-12-18","http://newspapers.library.wales/view/3678471/3678474/25/","German+Submarine"
"GERMANY RUNS AMOK!","1917-02-03","http://newspapers.library.wales/view/4115475/4115476/24/","German+Submarine"
"Progress of the War.I","1915-04-23","http://newspapers.library.wales/view/3678645/3678653/93/","German+Submarine"
"Special War Telegrams.","1915-01-23","http://newspapers.library.wales/view/3611427/3611432/75/","German+Submarine"
"[No title]","1915-02-18","http://newspapers.library.wales/view/3857524/3857532/102/","German+Submarine"
"1 THE PASSING WEEK I  ................","1914-10-23","http://newspapers.library.wales/view/3585110/3585114/29/","German+Submarine"
"The Torpedoed Hospital Ship.","1918-03-06","http://newspapers.library.wales/view/4119237/4119240/24/","German+Submarine"
"Preparation in America.!","1916-04-19","http://newspapers.library.wales/view/4118747/4118751/45/","German+Submarine"
"Do You Know -","1918-05-15","http://newspapers.library.wales/view/4119282/4119285/35/","German+Submarine"
"- - - - - - Liverpool Steamer Torpedoed","1915-03-17","http://newspapers.library.wales/view/4118462/4118465/21/","German+Submarine"
"THE SECOND OUTRAGE.","1915-03-31","http://newspapers.library.wales/view/4118472/4118474/7/","German+Submarine"
"AMLWCH","1918-05-15","http://newspapers.library.wales/view/3457282/3457284/53/","German+Submarine"
"I—————— MILFORD AND CARDIFF TRAWLERS SUNK.","1915-06-09","http://newspapers.library.wales/view/4118522/4118525/25/","German+Submarine"
"A Pathfinder Survivor.","1914-09-23","http://newspapers.library.wales/view/4118342/4118346/40/","German+Submarine"
"J 1&apos;1&apos; f &apos;! PASSING W -l&apos;K I","1915-12-24","http://newspapers.library.wales/view/3585415/3585419/39/","German+Submarine"
"THE GERMAN WAY.I","1915-04-23","http://newspapers.library.wales/view/4121245/4121247/16/","German+Submarine"
"SUNK WITHOUT WARNING.I","1915-04-23","http://newspapers.library.wales/view/4121245/4121251/78/","German+Submarine"
"MORE NEUTRALS SUNK.I","1915-05-07","http://newspapers.library.wales/view/4121263/4121266/20/","German+Submarine"
"V-&apos;■&apos; GERMAN SUBMARINE SUM.! I","1917-04-06","http://newspapers.library.wales/view/4122163/4122166/27/","German+Submarine"
"I HEAVY BRITISH LOSSES.","1915-06-11","http://newspapers.library.wales/view/4243015/4243020/57/","German+Submarine"
"TO-DAY&apos;S NEWS. &apos;i","1915-06-11","http://newspapers.library.wales/view/4243015/4243020/58/","German+Submarine"
"SUBMARINE PIRATES. .","1915-07-30","http://newspapers.library.wales/view/4121371/4121377/105/","German+Submarine"
"I ICAUGHT IN THE ACT.","1916-11-10","http://newspapers.library.wales/view/4121974/4121980/63/","German+Submarine"
"GREAT LINER TORPEDOED. I","1916-03-31","http://newspapers.library.wales/view/4121686/4121688/3/","German+Submarine"
"AIRMEN AND BOMBS.I","1914-12-18","http://newspapers.library.wales/view/4121083/4121086/22/","German+Submarine"
"IGERMAN RAIDER RAMMED BY PATROL VESSEL.","1914-11-27","http://newspapers.library.wales/view/4121056/4121062/74/","German+Submarine"
"I THE &quote;BLOCKADE.&quote;","1915-06-25","http://newspapers.library.wales/view/4121326/4121332/68/","German+Submarine"
"Advertising","1915-08-24","http://newspapers.library.wales/view/4008845/4008851/24/","German+Submarine"
"[No title]","1917-04-12","http://newspapers.library.wales/view/4013705/4013709/40/","German+Submarine"
"Advertising","1915-09-09","http://newspapers.library.wales/view/4011663/4011669/13/","German+Submarine"
"CWMAMMAN.I","1916-06-08","http://newspapers.library.wales/view/4013395/4013398/23/","German+Submarine"
"Vicar of Rhuddlan&apos;s Son at the Front.","1914-11-12","http://newspapers.library.wales/view/3755167/3755175/81/","German+Submarine"
"NEWS IN BRIEF.","1916-12-29","http://newspapers.library.wales/view/4242330/4242335/34/","German+Submarine"
"BRITISH CRUISER SUNK.I","1914-11-06","http://newspapers.library.wales/view/4121029/4121035/80/","German+Submarine"
"CAPTAIN OF THE BRUSSELS j CA.7TAIN OF THr&quote;, BRUSSELU(z.I","1916-08-04","http://newspapers.library.wales/view/4121848/4121851/25/","German+Submarine"
"I GARW GLEANINGS.","1917-03-30","http://newspapers.library.wales/view/3886969/3886973/22/","German+Submarine"
"OUTRAGE ON THE SEA. I","1915-05-14","http://newspapers.library.wales/view/4030809/4030811/14/","German+Submarine"
"HOW SUBMARINES AREI BEING SUNii. / ...-I","1917-12-08","http://newspapers.library.wales/view/3979201/3979202/1/","German+Submarine"
"[No title]","1916-08-26","http://newspapers.library.wales/view/3978606/3978611/84/","German+Submarine"
"Hesperian Outrage. I","1915-09-11","http://newspapers.library.wales/view/4614704/4614707/28/","German+Submarine"
"Only Survivor.I","1918-06-29","http://newspapers.library.wales/view/3979458/3979466/71/","German+Submarine"
"STATEMENTS BY OFFICERS OF THE ASTURIAS.","1915-02-19","http://newspapers.library.wales/view/4121164/4121166/3/","German+Submarine"
"I NO HONOURS FOR PIRATES. I","1915-03-12","http://newspapers.library.wales/view/4121191/4121197/54/","German+Submarine"
"PENRHIWCEIBER CIRL&apos;S THRILLINC EXPERIENCES.","1915-09-18","http://newspapers.library.wales/view/3579806/3579811/51/","German+Submarine"
"&quote;PREFER 3PEN ENMi fVI&quote;","1915-04-24","http://newspapers.library.wales/view/4092386/4092388/21/","German+Submarine"
"GLAD TO BE CAPTURED,*","1914-12-05","http://newspapers.library.wales/view/4092242/4092249/71/","German+Submarine"
".. . LINER CHASES T &quote;0...-.","1915-07-24","http://newspapers.library.wales/view/4092494/4092497/29/","German+Submarine"
"THREE GO DOWN INj IIRISH SEA.I","1915-02-06","http://newspapers.library.wales/view/4092296/4092299/29/","German+Submarine"
"I ONE BY -ONE","1915-04-03","http://newspapers.library.wales/view/4092359/4092366/127/","German+Submarine"
"- - - - - - -._- - - -_ - - - RUSSIANS NEAR CRACOW j !","1914-11-16","http://newspapers.library.wales/view/4097852/4097853/4/","German+Submarine"
"fi A I WHO SANK r!&apos;}u V-y 5 i&apos; 1 THE MAJESTIC. .—-«».—","1916-02-01","http://newspapers.library.wales/view/4100923/4100927/69/","German+Submarine"
"A NEW CLAIMANT. !","1915-03-06","http://newspapers.library.wales/view/4098705/4098706/7/","German+Submarine"
"ISHELLED BY SUBMARINE i","1915-05-29","http://newspapers.library.wales/view/4099308/4099311/55/","German+Submarine"
"-MMETHWER","1918-07-08","http://newspapers.library.wales/view/4105267/4105268/20/","German+Submarine"
"A FAILURE","1915-08-12","http://newspapers.library.wales/view/4099808/4099812/91/","German+Submarine"
"SEVERAL SHIPS U, 1/1i ð i i.... ù i SUNK. -","1916-03-27","http://newspapers.library.wales/view/4101266/4101267/3/","German+Submarine"
"U-BOAT MENACE I","1917-02-24","http://newspapers.library.wales/view/4103133/4103138/93/","German+Submarine"
"A LOOK AROUNDI I","1915-03-27","http://newspapers.library.wales/view/4098861/4098865/65/","German+Submarine"
"CAPTAINOFTHE&quote;UZZlE&quote;: CAPTAIN Of THE &quote;LIZZIE&quote; !","1915-03-29","http://newspapers.library.wales/view/4098870/4098876/106/","German+Submarine"
"U-BOAT BARBARITY - - - - -","1916-11-01","http://newspapers.library.wales/view/4102483/4102486/80/","German+Submarine"
"- - - - - AN ARMED LINER SUNK.","1915-03-13","http://newspapers.library.wales/view/4098755/4098761/91/","German+Submarine"
"GIVlrC THEM A RUN. Io","1915-03-18","http://newspapers.library.wales/view/4098789/4098790/23/","German+Submarine"
"- WAR SUMMARYI","1916-07-15","http://newspapers.library.wales/view/4115242/4115243/15/","German+Submarine"
"IN PARLIAMENT. I .. I","1915-04-28","http://newspapers.library.wales/view/4099081/4099089/151/","German+Submarine"
"NE WS IN BRIEF I","1915-04-30","http://newspapers.library.wales/view/4099097/4099102/47/","German+Submarine"
"RUTHLESS HUNS","1915-02-03","http://newspapers.library.wales/view/4098449/4098464/108/","German+Submarine"
"WAR SUMMARY 1","1916-10-14","http://newspapers.library.wales/view/4115339/4115340/19/","German+Submarine"
"IN PARLIAMENT","1917-05-12","http://newspapers.library.wales/view/4115573/4115574/24/","German+Submarine"
"--------LUSITAMA TORPEDOED,","1915-05-15","http://newspapers.library.wales/view/3611571/3611573/2/","German+Submarine"
"ANOTHER LINER TORPEDOED.  -.","1915-09-11","http://newspapers.library.wales/view/3611716/3611718/7/","German+Submarine"
"I UPS GRUNDY&apos;S JOTTINGS. I","1915-07-09","http://newspapers.library.wales/view/4130162/4130167/24/","German+Submarine"
"IALLIES9 GREAT PROGRESS.","1915-03-12","http://newspapers.library.wales/view/4130009/4130014/27/","German+Submarine"
"RHYDLEWIS M&apos;S EXCITING EXPERIENCE","1915-07-23","http://newspapers.library.wales/view/3678762/3678765/29/","German+Submarine"
"THE WAR.","1916-10-13","http://newspapers.library.wales/view/3690175/3690183/82/","German+Submarine"
"TI-IE WAR.","1914-10-29","http://newspapers.library.wales/view/3857400/3857403/25/","German+Submarine"
"By the Way.","1915-02-05","http://newspapers.library.wales/view/3585185/3585188/29/","German+Submarine"
"Germans Routed.","1914-08-12","http://newspapers.library.wales/view/4118312/4118316/51/","German+Submarine"
"SUNK BY GERMAN j SUBMARINE. &apos; __i","1915-05-12","http://newspapers.library.wales/view/4118502/4118506/44/","German+Submarine"
"HOW THE VESSELS IV, ERE SUNK.","1915-02-03","http://newspapers.library.wales/view/4118432/4118436/43/","German+Submarine"
"V.C.&apos;S EIGHT WOUNDS.","1915-04-16","http://newspapers.library.wales/view/4121236/4121242/85/","German+Submarine"
"I I THE &quote;BLOCKADE.&quote;","1915-05-07","http://newspapers.library.wales/view/4121263/4121266/19/","German+Submarine"
"War and Politics. j","1915-08-26","http://newspapers.library.wales/view/4093797/4093799/5/","German+Submarine"
"J-IOLYHEAO MAIL BOATI .CHASED.","1915-02-05","http://newspapers.library.wales/view/4242853/4242860/87/","German+Submarine"
"DIARY QF THE WAR. I","1915-01-07","http://newspapers.library.wales/view/4093500/4093502/15/","German+Submarine"
"DIARY OF THE WAR.","1915-01-21","http://newspapers.library.wales/view/4093518/4093525/115/","German+Submarine"
"WHITE STAR LINER CRRASID BY SUBMARINE,","1915-06-04","http://newspapers.library.wales/view/4121299/4121302/24/","German+Submarine"
"OUTWARD BOUND VESSEL ATTACKED.","1915-09-10","http://newspapers.library.wales/view/4121425/4121431/73/","German+Submarine"
"DIARY OF THE WAR.1","1915-01-14","http://newspapers.library.wales/view/4093509/4093511/14/","German+Submarine"
"APPAM SAFE. I","1916-02-04","http://newspapers.library.wales/view/4121614/4121619/69/","German+Submarine"
"Expected Has HappenedI","1915-01-14","http://newspapers.library.wales/view/4013045/4013046/8/","German+Submarine"
"[No title]","1916-01-28","http://newspapers.library.wales/view/3689868/3689869/3/","German+Submarine"
"MYSTERY OF THE U-BOAT SINKING","1916-01-05","http://newspapers.library.wales/view/4100744/4100750/117/","German+Submarine"
"NAVAL NEWS.","1914-10-16","http://newspapers.library.wales/view/4097653/4097658/71/","German+Submarine"
"CAPTAINOFTHE&quote;UZZlE&quote;: CAPTAIN Of THE &quote;LIZZIE&quote; !","1915-03-29","http://newspapers.library.wales/view/4098870/4098876/104/","German+Submarine"
"￼ bi?K LvhKYlH?b.&apos;*","1915-04-03","http://newspapers.library.wales/view/4098906/4098907/11/","German+Submarine"
"THE JOLLY ,ROCER.&quote;","1915-02-18","http://newspapers.library.wales/view/4098587/4098590/46/","German+Submarine"
"FOUR VESSELS SUNK.","1915-02-01","http://newspapers.library.wales/view/4098405/4098424/109/","German+Submarine"
"THE PASSING WEEK","1915-08-13","http://newspapers.library.wales/view/3585320/3585324/37/","German+Submarine"
"THE PASSING WEEK ! D..LL1)&apos;.l/.A,fDL","1916-06-16","http://newspapers.library.wales/view/3585540/3585544/35/","German+Submarine"
"rrll PASSING WEEKI","1915-09-03","http://newspapers.library.wales/view/3585335/3585339/40/","German+Submarine"
"- - - - I --MAESTEG.I","1917-04-20","http://newspapers.library.wales/view/3886984/3886988/35/","German+Submarine"
"SUBMARINES OFF LANCASHIRE.","1915-02-05","http://newspapers.library.wales/view/4121146/4121152/71/","German+Submarine"
"In Lighter Vein.","1915-08-05","http://newspapers.library.wales/view/3755509/3755511/8/","German+Submarine"
"IThe Kaiser&apos;s Mistake.","1915-08-12","http://newspapers.library.wales/view/3755518/3755520/10/","German+Submarine"
"Ymgom yr Adar Duon ar - Graig yr Adar.","1918-09-12","http://newspapers.library.wales/view/4021248/4021254/32/","German+Submarine"
"Awr ym Mharc Aberdar.I","1915-06-10","http://newspapers.library.wales/view/4019718/4019723/25/","German+Submarine"
"[No title]","1915-05-29","http://newspapers.library.wales/view/3978021/3978028/90/","German+Submarine"
"Welsh Whip on the War.","1917-02-08","http://newspapers.library.wales/view/4013642/4013648/63/","German+Submarine"
"BATTLESHIP GONE.i","1915-07-10","http://newspapers.library.wales/view/4092476/4092479/27/","German+Submarine"
"HEROES OF 113. 1 n&M??? ?jBr &t?. tt -0I","1915-09-04","http://newspapers.library.wales/view/4092548/4092550/16/","German+Submarine"
"ITHE HESPERIAN.","1915-09-11","http://newspapers.library.wales/view/4092557/4092560/63/","German+Submarine"
"GERMAN PAPER IBLOCKADE.","1915-02-13","http://newspapers.library.wales/view/4092305/4092309/47/","German+Submarine"
"FATE OF THE I &apos; LUSITANtA.","1915-06-19","http://newspapers.library.wales/view/4092449/4092455/82/","German+Submarine"
"IGERMANS&apos; PLAN. I","1914-09-25","http://newspapers.library.wales/view/4242682/4242688/82/","German+Submarine"
"Advertising","1914-09-10","http://newspapers.library.wales/view/4097118/4097119/7/","German+Submarine"
"PIRATES ABROAD I I -","1915-05-04","http://newspapers.library.wales/view/4099122/4099130/157/","German+Submarine"
"PIRATES&apos; DOINGS - 11.^ >","1915-06-07","http://newspapers.library.wales/view/4099365/4099366/15/","German+Submarine"
"IN HALF-A-MINUTE -,a.","1915-06-08","http://newspapers.library.wales/view/4099372/4099373/25/","German+Submarine"
"FATE OF 1)21.","1915-03-04","http://newspapers.library.wales/view/4098687/4098688/3/","German+Submarine"
"THE PIRATES.","1915-03-04","http://newspapers.library.wales/view/4098687/4098689/45/","German+Submarine"
"TWO MORE","1915-06-11","http://newspapers.library.wales/view/4099395/4099400/90/","German+Submarine"
"AC HIBAB A H El G HTS --0","1915-06-14","http://newspapers.library.wales/view/4099411/4099412/31/","German+Submarine"
"TO-DAY&apos;S HEWS IN BRIEF, i - !","1916-05-08","http://newspapers.library.wales/view/4101495/4101496/25/","German+Submarine"
"ITWICE TORPEDOED","1915-05-20","http://newspapers.library.wales/view/4099244/4099249/79/","German+Submarine"
"I PIRATES AGAIN BUSY..","1915-05-24","http://newspapers.library.wales/view/4099271/4099276/80/","German+Submarine"
"ANOTHER AIR RAID.","1915-02-17","http://newspapers.library.wales/view/4098580/4098581/18/","German+Submarine"
"I NO MERCY.i","1914-12-29","http://newspapers.library.wales/view/4098144/4098149/99/","German+Submarine"
"WAR SUMMARY !","1916-02-05","http://newspapers.library.wales/view/4115055/4115060/97/","German+Submarine"
"| TO-BAY&apos;S NEWS I BRIEF TO-DAY&apos;S NWS IN BRIEF I","1918-08-06","http://newspapers.library.wales/view/4105394/4105395/20/","German+Submarine"
"I.UOSG SINK U-BOAT —-——..———","1917-04-27","http://newspapers.library.wales/view/4103397/4103398/18/","German+Submarine"
"TO-DAY&apos;S NEWS iff BRiEF","1918-03-22","http://newspapers.library.wales/view/4104825/4104826/18/","German+Submarine"
"U-BOAT PERiLI MET. --","1918-02-02","http://newspapers.library.wales/view/4104610/4104611/22/","German+Submarine"
"I PRISONERS OH JJ-BOAT I","1916-11-14","http://newspapers.library.wales/view/4102560/4102561/17/","German+Submarine"
"HOSPITAL SHIPS i THREATENEDI ——j, ..------...I G","1917-02-01","http://newspapers.library.wales/view/4103013/4103014/25/","German+Submarine"
"SUBMARINE DOE ??L","1915-07-05","http://newspapers.library.wales/view/4099557/4099558/6/","German+Submarine"
"- - - - [ WEEK&apos;S LOSSES","1917-06-28","http://newspapers.library.wales/view/4103664/4103667/56/","German+Submarine"
"THE EX-PREMIER&apos;S VIEWS. I","1917-02-08","http://newspapers.library.wales/view/4103053/4103057/107/","German+Submarine"
"Advertising","1915-08-28","http://newspapers.library.wales/view/4099906/4099912/95/","German+Submarine"
"I SWEDEN&apos;S VIEW","1917-09-11","http://newspapers.library.wales/view/4103988/4103989/11/","German+Submarine"
"~u. S. NAVY","1917-04-11","http://newspapers.library.wales/view/4103327/4103328/5/","German+Submarine"
"MORE VICTIMS. -0","1915-08-20","http://newspapers.library.wales/view/4099857/4099858/4/","German+Submarine"
"- - - - BOUND FOR SWANSEA I ———-.———","1915-06-01","http://newspapers.library.wales/view/4099324/4099332/159/","German+Submarine"
"[ FOUR YEARS AGO. !","1916-04-15","http://newspapers.library.wales/view/4101385/4101388/62/","German+Submarine"
"- - - - -.-ION THE BRITISH I I. FRONT - *","1915-11-30","http://newspapers.library.wales/view/4100506/4100507/13/","German+Submarine"
"j .12 LIVES LOST I ..-!","1915-04-12","http://newspapers.library.wales/view/4098963/4098971/145/","German+Submarine"
"THE FALABA JUDGMENT I","1915-07-08","http://newspapers.library.wales/view/4099580/4099581/15/","German+Submarine"
"U-BOAT PIRACY","1916-10-25","http://newspapers.library.wales/view/4102441/4102443/41/","German+Submarine"
"THE SCROLL OF FAME I","1917-08-09","http://newspapers.library.wales/view/4103848/4103851/88/","German+Submarine"
"SUBMARINE SUNK.I","1916-08-07","http://newspapers.library.wales/view/4101987/4101990/72/","German+Submarine"
"THE BLOCKADE","1917-03-13","http://newspapers.library.wales/view/4103207/4103208/3/","German+Submarine"
"I BERNSTORFF&apos;S WILY DIPLOMACY. I-","1916-02-14","http://newspapers.library.wales/view/4101008/4101009/5/","German+Submarine"
"! WAR SUMMARYI I---","1916-05-27","http://newspapers.library.wales/view/4115191/4115192/12/","German+Submarine"
"-WAR SUMMARY","1916-03-11","http://newspapers.library.wales/view/4115110/4115115/89/","German+Submarine"
"! WAR SUMMARY I -","1916-03-25","http://newspapers.library.wales/view/4115128/4115129/13/","German+Submarine"
"I WAR SUMMARY","1916-04-22","http://newspapers.library.wales/view/4115156/4115157/16/","German+Submarine"
"WAR SUMMARYI","1916-03-04","http://newspapers.library.wales/view/4115099/4115104/80/","German+Submarine"
"- == - - THAT NAVAL &quote; FIGHT.&quote; I - i","1916-08-24","http://newspapers.library.wales/view/4102084/4102085/28/","German+Submarine"
"-__-_-----_---------PORTMADOC.","1916-12-15","http://newspapers.library.wales/view/3413555/3413557/20/","German+Submarine"
"SHELlEO BY PIRATES. I I&quote; I0 ^ I","1915-05-07","http://newspapers.library.wales/view/4099149/4099150/33/","German+Submarine"
"FOUR VESSELS SUNK.","1915-02-01","http://newspapers.library.wales/view/4098405/4098407/15/","German+Submarine"
"i HUN PIRATES I - -","1918-03-14","http://newspapers.library.wales/view/4105433/4105435/32/","German+Submarine"
"IWAR SUMMARYj","1918-02-02","http://newspapers.library.wales/view/4115812/4115813/26/","German+Submarine"
"CURE FOR GERMAN MADNESS.","1916-03-07","http://newspapers.library.wales/view/4101147/4101150/58/","German+Submarine"
"FANTASTIC DREAMS I","1916-08-14","http://newspapers.library.wales/view/4102023/4102028/86/","German+Submarine"
"-.--ITJ-OAY&apos;S NEWS IN BRIEF j .","1918-05-30","http://newspapers.library.wales/view/4105105/4105106/25/","German+Submarine"
"Family Notices","1918-10-31","http://newspapers.library.wales/view/4105780/4105783/34/","German+Submarine"
"-------__--------_..--------.,----&quote;sr&quote; s B sy*   / B S-a s— W / /m THE WAR","1915-02-26","http://newspapers.library.wales/view/3412692/3412697/58/","German+Submarine"
".LLANGRANOG.","1915-07-02","http://newspapers.library.wales/view/3412854/3412856/10/","German+Submarine"
"PGRTMADOC.","1918-05-31","http://newspapers.library.wales/view/3414239/3414246/86/","German+Submarine"
"LINER TORPEDOED. f","1915-09-11","http://newspapers.library.wales/view/4114833/4114837/76/","German+Submarine"
"I U BOAT LOSSES. ________)","1915-09-11","http://newspapers.library.wales/view/4114833/4114844/278/","German+Submarine"
"RUTHLESS SEAl WAR,i i I","1917-02-03","http://newspapers.library.wales/view/4110347/4110352/87/","German+Submarine"
"I NAVAL I I-I","1917-02-03","http://newspapers.library.wales/view/4110347/4110352/96/","German+Submarine"
"!GATHERING OF THE j CLANS.I","1916-01-01","http://newspapers.library.wales/view/4092701/4092707/109/","German+Submarine"
",AMERICA. !","1917-03-17","http://newspapers.library.wales/view/4110389/4110394/108/","German+Submarine"
"! SUBMARINE CRLHSERS. I _ I","1916-02-19","http://newspapers.library.wales/view/4092764/4092769/72/","German+Submarine"
"[ , f¡f !U N E tri : ¥. f1(Y- &apos;;t : ?14,- ru? IN I i/ *&apos;-&apos; H, J Ih&quote;&quote;&apos;,Fb W /","1916-03-25","http://newspapers.library.wales/view/4092800/4092803/37/","German+Submarine"
"ITWICE TO-RPEÖOED.","1915-05-22","http://newspapers.library.wales/view/4114625/4114632/110/","German+Submarine"
"BRAVERY AT SEA.","1916-12-30","http://newspapers.library.wales/view/4115438/4115443/100/","German+Submarine"
"WAR .SUMMARYI","1917-09-22","http://newspapers.library.wales/view/4115706/4115707/12/","German+Submarine"
"I QERMAKY&apos;S &IEW PCS.","1915-04-24","http://newspapers.library.wales/view/4114573/4114578/71/","German+Submarine"
"PIRATES OUTWITTED. !","1915-07-24","http://newspapers.library.wales/view/4114742/4114746/55/","German+Submarine"
"I BRITI,SH LINER SUNK.","1915-07-03","http://newspapers.library.wales/view/4114703/4114710/122/","German+Submarine"
",WAR SO WARY","1917-02-10","http://newspapers.library.wales/view/4115482/4115483/19/","German+Submarine"
"STEAMER DEFIES SUBMARINE","1915-07-10","http://newspapers.library.wales/view/3611643/3611645/18/","German+Submarine"
"I MBS.tiRUNDl&apos;S JOTTINGS","1918-03-08","http://newspapers.library.wales/view/4128930/4128935/29/","German+Submarine"
"MORE APPEALS TO PUBLIC.","1915-10-22","http://newspapers.library.wales/view/4130297/4130299/14/","German+Submarine"
"THE WHIMPERERS.","1915-11-19","http://newspapers.library.wales/view/4130333/4130338/20/","German+Submarine"
"OUR DAKGER FROM ZEPPELINS.","1916-02-18","http://newspapers.library.wales/view/4168819/4168824/28/","German+Submarine"
"BARRY COUNTY COURT.","1916-03-24","http://newspapers.library.wales/view/4168864/4168867/14/","German+Submarine"
"&apos;OUR WAY-OR NOT AT ALL.&quote; I - I","1916-12-30","http://newspapers.library.wales/view/4093075/4093080/96/","German+Submarine"
"MURDER MOST FOUL","1916-08-05","http://newspapers.library.wales/view/4092928/4092930/32/","German+Submarine"
"GERMAN SUBMARINE BLOCKADE.  ----","1915-02-26","http://newspapers.library.wales/view/3678564/3678572/99/","German+Submarine"
"WAR jjOTTINGS","1917-03-30","http://newspapers.library.wales/view/3690401/3690409/84/","German+Submarine"
"INTERESTING SUBMARINE HUNT","1914-10-23","http://newspapers.library.wales/view/3678399/3678401/21/","German+Submarine"
"THE WAR.  -","1916-11-17","http://newspapers.library.wales/view/3690220/3690228/93/","German+Submarine"
