comunidad_autonoma,provincia,poblacion,lat,lng
Castilla La Mancha,Guadalajara,Sigüenza,41.0696,-2.642236
Castilla La Mancha,Guadalajara,Solanillos del Extremo,40.75076,-2.698229
Castilla La Mancha,Guadalajara,Somolinos,41.24626,-3.059833
Castilla La Mancha,Guadalajara,Sotillo (El),40.88125,-2.633242
Castilla La Mancha,Guadalajara,Sotodosos,40.92291,-2.391471
Castilla La Mancha,Guadalajara,Tamajón,41.00044,-3.248884
Castilla La Mancha,Guadalajara,Taragudo,40.82277,-3.080854
Castilla La Mancha,Guadalajara,Taravilla,40.69765,-1.96769
Castilla La Mancha,Guadalajara,Tartanedo,40.9934,-1.925651
Castilla La Mancha,Guadalajara,Tendilla,40.54422,-2.958995
Castilla La Mancha,Guadalajara,Terzaga,40.6949,-1.903321
Castilla La Mancha,Guadalajara,Tierzo,40.74915,-1.93057
Castilla La Mancha,Guadalajara,Toba (La),41.00427,-2.981962
Castilla La Mancha,Guadalajara,Tordellego,40.72094,-1.669642
Castilla La Mancha,Guadalajara,Tordelrábano,41.21893,-2.757938
Castilla La Mancha,Guadalajara,Tordesilos,40.6705,-1.593102
Castilla La Mancha,Guadalajara,Torija,40.74407,-3.030298
Castilla La Mancha,Guadalajara,Torre del Burgo,40.79575,-3.079441
Castilla La Mancha,Guadalajara,Torrecuadrada de Molina,40.74963,-1.806776
Castilla La Mancha,Guadalajara,Torrecuadradilla,40.85292,-2.531623
Castilla La Mancha,Guadalajara,Torrejón del Rey,40.64526,-3.337636
Castilla La Mancha,Guadalajara,Torremocha de Jadraque,41.01921,-2.89966
Castilla La Mancha,Guadalajara,Torremocha del Campo,40.97788,-2.61857
Castilla La Mancha,Guadalajara,Torremocha del Pinar,40.88856,-2.045764
Castilla La Mancha,Guadalajara,Torremochuela,40.76517,-1.841357
Castilla La Mancha,Guadalajara,Torrubia,40.96577,-1.900333
Castilla La Mancha,Guadalajara,Tórtola de Henares,40.70661,-3.126269
Castilla La Mancha,Guadalajara,Tortuera,40.9715,-1.798782
Castilla La Mancha,Guadalajara,Tortuero,40.93563,-3.354188
Castilla La Mancha,Guadalajara,Traíd,40.66844,-1.809895
Castilla La Mancha,Guadalajara,Trijueque,40.77686,-2.995797
Castilla La Mancha,Guadalajara,Trillo,40.70134,-2.593588
Castilla La Mancha,Guadalajara,Uceda,40.84321,-3.461408
Castilla La Mancha,Guadalajara,Ujados,41.2352,-3.005702
Castilla La Mancha,Guadalajara,Utande,40.84823,-2.928168
Castilla La Mancha,Guadalajara,Valdarachas,40.51648,-3.126242
Castilla La Mancha,Guadalajara,Valdearenas,40.80917,-2.991395
Castilla La Mancha,Guadalajara,Valdeavellano,40.66508,-2.969261
Castilla La Mancha,Guadalajara,Valdeaveruelo,40.63712,-3.315817
Castilla La Mancha,Guadalajara,Valdeconcha,40.45654,-2.875932
Castilla La Mancha,Guadalajara,Valdegrudas,40.71348,-3.016062
Castilla La Mancha,Guadalajara,Valdelcubo,41.22595,-2.675309
Castilla La Mancha,Guadalajara,Valdenuño Fernández,40.7637,-3.378795
Castilla La Mancha,Guadalajara,Valdepeñas de la Sierra,40.90821,-3.387443
Castilla La Mancha,Guadalajara,Valderrebollo,40.8103,-2.729513
Castilla La Mancha,Guadalajara,Valdesotos,40.95744,-3.328386
Castilla La Mancha,Guadalajara,Valfermoso de Tajuña,40.61958,-2.953815
Castilla La Mancha,Guadalajara,Valhermoso,40.78606,-1.961115
Castilla La Mancha,Guadalajara,Valtablado del Río,40.71436,-2.401744
Castilla La Mancha,Guadalajara,Valverde de los Arroyos,41.1294,-3.233801
Castilla La Mancha,Guadalajara,Viana de Jadraque,41.02615,-2.768869
Castilla La Mancha,Guadalajara,Villanueva de Alcorón,40.67927,-2.252745
Castilla La Mancha,Guadalajara,Villanueva de Argecilla,40.90212,-2.914652
Castilla La Mancha,Guadalajara,Villanueva de la Torre,40.58433,-3.302191
Castilla La Mancha,Guadalajara,Villares de Jadraque,41.10213,-3.025622
Castilla La Mancha,Guadalajara,Villaseca de Henares,40.96057,-2.798212
Castilla La Mancha,Guadalajara,Villaseca de Uceda,40.82005,-3.352177
Castilla La Mancha,Guadalajara,Villel de Mesa,41.12617,-1.989027
Castilla La Mancha,Guadalajara,Viñuelas,40.79491,-3.34408
Castilla La Mancha,Guadalajara,Yebes,40.53356,-3.111498
Castilla La Mancha,Guadalajara,Yebra,40.35676,-2.965323
Castilla La Mancha,Guadalajara,Yélamos de Abajo,40.63065,-2.856008
Castilla La Mancha,Guadalajara,Yélamos de Arriba,40.63964,-2.843132
Castilla La Mancha,Guadalajara,Yunquera de Henares,40.75522,-3.165951
Castilla La Mancha,Guadalajara,Yunta (La),40.91481,-1.683895
Castilla La Mancha,Guadalajara,Zaorejas,40.76192,-2.202039
Castilla La Mancha,Guadalajara,Zarzuela de Jadraque,41.06753,-3.042809
Castilla La Mancha,Guadalajara,Zorita de los Canes,40.33144,-2.888904
Castilla La Mancha,Toledo,Ajofrín,39.71251,-3.982614
Castilla La Mancha,Toledo,Alameda de la Sagra,40.01226,-3.796505
Castilla La Mancha,Toledo,Albarreal de Tajo,39.89769,-4.227978
Castilla La Mancha,Toledo,Alcabón,40.00249,-4.369076
Castilla La Mancha,Toledo,Alcañizo,39.90467,-5.105713
Castilla La Mancha,Toledo,Alcaudete de la Jara,39.79322,-4.870331
Castilla La Mancha,Toledo,Alcolea de Tajo,39.80831,-5.149076
Castilla La Mancha,Toledo,Aldea en Cabo,40.18369,-4.455605
Castilla La Mancha,Toledo,Aldeanueva de Barbarroya,39.76223,-5.019921
Castilla La Mancha,Toledo,Aldeanueva de San Bartolomé,39.63668,-5.111573
Castilla La Mancha,Toledo,Almendral de la Cañada,40.18548,-4.739292
Castilla La Mancha,Toledo,Almonacid de Toledo,39.75468,-3.85209
Castilla La Mancha,Toledo,Almorox,40.23307,-4.391364
Castilla La Mancha,Toledo,Añover de Tajo,39.98945,-3.764771
Castilla La Mancha,Toledo,Arcicóllar,40.05508,-4.117677
Castilla La Mancha,Toledo,Argés,39.80597,-4.057286
Castilla La Mancha,Toledo,Azután,39.78576,-5.127171
Castilla La Mancha,Toledo,Barcience,39.98309,-4.233763
Castilla La Mancha,Toledo,Bargas,39.94163,-4.01897
Castilla La Mancha,Toledo,Belvís de la Jara,39.76008,-4.949282
Castilla La Mancha,Toledo,Borox,40.06972,-3.740191
Castilla La Mancha,Toledo,Buenaventura,40.17628,-4.849428
Castilla La Mancha,Toledo,Burguillos de Toledo,39.79657,-3.992624
Castilla La Mancha,Toledo,Burujón,39.90132,-4.298384
Castilla La Mancha,Toledo,Cabañas de la Sagra,40.00811,-3.947354
Castilla La Mancha,Toledo,Cabañas de Yepes,39.88974,-3.53536
Castilla La Mancha,Toledo,Cabezamesada,39.81621,-3.102188
Castilla La Mancha,Toledo,Calera y Chozas,39.88144,-4.978609
Castilla La Mancha,Toledo,Caleruela,39.8748,-5.255383
Castilla La Mancha,Toledo,Calzada de Oropesa,39.89803,-5.278959
Castilla La Mancha,Toledo,Camarena,40.09217,-4.119881
Castilla La Mancha,Toledo,Camarenilla,40.01769,-4.074731
Castilla La Mancha,Toledo,Campillo de la Jara (El),39.58957,-5.054873
Castilla La Mancha,Toledo,Camuñas,39.42896,-3.459021
Castilla La Mancha,Toledo,Cardiel de los Montes,40.06345,-4.656812
Castilla La Mancha,Toledo,Carmena,39.95778,-4.401387
Castilla La Mancha,Toledo,Carpio de Tajo (El),39.88752,-4.45466
Castilla La Mancha,Toledo,Carranque,40.1697,-3.901091
Castilla La Mancha,Toledo,Carriches,39.96407,-4.456778
Castilla La Mancha,Toledo,Casar de Escalona (El),40.04669,-4.523818
Castilla La Mancha,Toledo,Casarrubios del Monte,40.18575,-4.0358
Castilla La Mancha,Toledo,Casasbuenas,39.76075,-4.12657
Castilla La Mancha,Toledo,Castillo de Bayuela,40.10114,-4.685131
Castilla La Mancha,Toledo,Cazalegas,40.01085,-4.67746
Castilla La Mancha,Toledo,Cebolla,39.9479,-4.569388
Castilla La Mancha,Toledo,Cedillo del Condado,40.1137,-3.922378
Castilla La Mancha,Toledo,Cerralbos (Los),39.9848,-4.568843
Castilla La Mancha,Toledo,Cervera de los Montes,40.05247,-4.810708
Castilla La Mancha,Toledo,Chozas de Canales,40.09974,-4.041364
Castilla La Mancha,Toledo,Chueca,39.7324,-3.942378
Castilla La Mancha,Toledo,Ciruelos,39.93629,-3.61703
Castilla La Mancha,Toledo,Cobeja,40.02474,-3.857
Castilla La Mancha,Toledo,Cobisa,39.80434,-4.024558
Castilla La Mancha,Toledo,Consuegra,39.46046,-3.60672
Castilla La Mancha,Toledo,Corral de Almaguer,39.76015,-3.166829
Castilla La Mancha,Toledo,Cuerva,39.66404,-4.211058
Castilla La Mancha,Toledo,Domingo Pérez,39.97594,-4.505118
Castilla La Mancha,Toledo,Dosbarrios,39.88408,-3.476729
Castilla La Mancha,Toledo,Erustes,39.95658,-4.497182
Castilla La Mancha,Toledo,Escalona,40.1686,-4.403674
Castilla La Mancha,Toledo,Escalonilla,39.92519,-4.348843
Castilla La Mancha,Toledo,Espinoso del Rey,39.65293,-4.783727
Castilla La Mancha,Toledo,Esquivias,40.10413,-3.77008
Castilla La Mancha,Toledo,Estrella (La),39.68958,-5.093503
Castilla La Mancha,Toledo,Fuensalida,40.05297,-4.209178
Castilla La Mancha,Toledo,Gálvez,39.70341,-4.274498
Castilla La Mancha,Toledo,Garciotum,40.09929,-4.645718
Castilla La Mancha,Toledo,Gerindote,39.96661,-4.303091
Castilla La Mancha,Toledo,Guadamur,39.81336,-4.147479
Castilla La Mancha,Toledo,Guardia (La),39.78557,-3.477073
Castilla La Mancha,Toledo,Herencias (Las),39.86949,-4.920238
Castilla La Mancha,Toledo,Herreruela de Oropesa,39.8897,-5.242633
Castilla La Mancha,Toledo,Hinojosa de San Vicente,40.10402,-4.724235
Castilla La Mancha,Toledo,Hontanar,39.6122,-4.49834
Castilla La Mancha,Toledo,Hormigos,40.09836,-4.445142
Castilla La Mancha,Toledo,Huecas,40.01184,-4.195808
Castilla La Mancha,Toledo,Huerta de Valdecarábanos,39.86433,-3.611917
Castilla La Mancha,Toledo,Iglesuela (La),40.23342,-4.750336
Castilla La Mancha,Toledo,Illán de Vacas,39.97048,-4.556459
Castilla La Mancha,Toledo,Illescas,40.12416,-3.849206
Castilla La Mancha,Toledo,Lagartera,39.90598,-5.20118
Castilla La Mancha,Toledo,Layos,39.77677,-4.064173
Castilla La Mancha,Toledo,Lillo,39.72131,-3.305534
Castilla La Mancha,Toledo,Lominchar,40.08976,-3.96732
Castilla La Mancha,Toledo,Lucillos,39.98657,-4.612792
Castilla La Mancha,Toledo,Madridejos,39.46688,-3.523135
Castilla La Mancha,Toledo,Magán,39.95749,-3.930584
Castilla La Mancha,Toledo,Malpica de Tajo,39.89419,-4.546063
Castilla La Mancha,Toledo,Manzaneque,39.63566,-3.791711
Castilla La Mancha,Toledo,Maqueda,40.06594,-4.369346
Castilla La Mancha,Toledo,Marjaliza,39.56305,-3.935732
Castilla La Mancha,Toledo,Marrupe,40.09016,-4.793577
Castilla La Mancha,Toledo,Mascaraque,39.71626,-3.81166
Castilla La Mancha,Toledo,Mata (La),39.94268,-4.43835
Castilla La Mancha,Toledo,Mazarambroz,39.69421,-4.021279
Castilla La Mancha,Toledo,Mejorada,40.01009,-4.881894
Castilla La Mancha,Toledo,Menasalbas,39.64199,-4.28475
Castilla La Mancha,Toledo,Méntrida,40.23759,-4.190963
Castilla La Mancha,Toledo,Mesegar de Tajo,39.92544,-4.502378
Castilla La Mancha,Toledo,Miguel Esteban,39.52595,-3.075709
Castilla La Mancha,Toledo,Mocejón,39.93911,-3.914589
Castilla La Mancha,Toledo,Mohedas de la Jara,39.60504,-5.143276
Castilla La Mancha,Toledo,Montearagón,39.96447,-4.632734
Castilla La Mancha,Toledo,Montesclaros,40.10761,-4.938467
Castilla La Mancha,Toledo,Mora,39.68426,-3.773487
Castilla La Mancha,Toledo,Nambroca,39.79691,-3.943745
Castilla La Mancha,Toledo,Nava de Ricomalillo (La),39.65143,-4.990208
Castilla La Mancha,Toledo,Navahermosa,39.63567,-4.469614
Castilla La Mancha,Toledo,Navalcán,40.06983,-5.092264
Castilla La Mancha,Toledo,Navalmoralejo,39.73903,-5.142811
Castilla La Mancha,Toledo,Navalmorales (Los),39.72627,-4.639593
Castilla La Mancha,Toledo,Navalucillos (Los),39.666,-4.642211
Castilla La Mancha,Toledo,Navamorcuende,40.15771,-4.785211
Castilla La Mancha,Toledo,Noblejas,39.98035,-3.439631
Castilla La Mancha,Toledo,Noez,39.74052,-4.184025
Castilla La Mancha,Toledo,Nombela,40.15645,-4.502765
Castilla La Mancha,Toledo,Novés,40.04707,-4.272139
Castilla La Mancha,Toledo,Numancia de la Sagra,40.07499,-3.854127
Castilla La Mancha,Toledo,Nuño Gómez,40.11466,-4.620405
Castilla La Mancha,Toledo,Ocaña,39.96031,-3.499733
Castilla La Mancha,Toledo,Olías del Rey,39.94308,-3.986718
Castilla La Mancha,Toledo,Ontígola,40.00346,-3.572239
Castilla La Mancha,Toledo,Orgaz,39.64753,-3.874646
Castilla La Mancha,Toledo,Oropesa,39.91914,-5.173415
Castilla La Mancha,Toledo,Otero,40.00064,-4.515163
Castilla La Mancha,Toledo,Palomeque,40.11916,-3.963299
Castilla La Mancha,Toledo,Pantoja,40.0439,-3.836551
Castilla La Mancha,Toledo,Paredes de Escalona,40.20581,-4.428842
Castilla La Mancha,Toledo,Parrillas,40.06106,-5.063858
Castilla La Mancha,Toledo,Pelahustán,40.17627,-4.596936
Castilla La Mancha,Toledo,Pepino,40.03209,-4.802787
Castilla La Mancha,Toledo,Polán,39.78912,-4.1682
Castilla La Mancha,Toledo,Portillo de Toledo,40.0639,-4.229168
Castilla La Mancha,Toledo,Puebla de Almoradiel (La),39.59846,-3.118667
Castilla La Mancha,Toledo,Puebla de Montalbán (La),39.8645,-4.358903
Castilla La Mancha,Toledo,Pueblanueva (La),39.91259,-4.679905
Castilla La Mancha,Toledo,Puente del Arzobispo (El),39.80316,-5.172055
Castilla La Mancha,Toledo,Puerto de San Vicente,39.52443,-5.114378
Castilla La Mancha,Toledo,Pulgar,39.69444,-4.152859
Castilla La Mancha,Toledo,Quero,39.50893,-3.24591
Castilla La Mancha,Toledo,Quintanar de la Orden,39.59079,-3.042736
Castilla La Mancha,Toledo,Quismondo,40.10527,-4.324175
Castilla La Mancha,Toledo,Real de San Vicente (El),40.13696,-4.690419
Castilla La Mancha,Toledo,Recas,40.05353,-3.992467
Castilla La Mancha,Toledo,Retamoso de la Jara,39.74334,-4.755482
Castilla La Mancha,Toledo,Rielves,39.96081,-4.192946
Castilla La Mancha,Toledo,Robledo del Mazo,39.60931,-4.90525
Castilla La Mancha,Toledo,Romeral (El),39.70677,-3.431007
Castilla La Mancha,Toledo,San Bartolomé de las Abiertas,39.83086,-4.717926
Castilla La Mancha,Toledo,San Martín de Montalbán,39.70229,-4.389698
Castilla La Mancha,Toledo,San Martín de Pusa,39.7843,-4.632938
Castilla La Mancha,Toledo,San Pablo de los Montes,39.53926,-4.331608
Castilla La Mancha,Toledo,San Román de los Montes,40.0689,-4.7318
Castilla La Mancha,Toledo,Santa Ana de Pusa,39.76367,-4.715439
Castilla La Mancha,Toledo,Santa Cruz de la Zarza,39.98323,-3.185218
Castilla La Mancha,Toledo,Santa Cruz del Retamar,40.11898,-4.241545
Castilla La Mancha,Toledo,Santa Olalla,40.02426,-4.428266
Castilla La Mancha,Toledo,Santo Domingo-Caudilla,40.012,-4.326
Castilla La Mancha,Toledo,Sartajada,40.21156,-4.791722
Castilla La Mancha,Toledo,Segurilla,40.0226,-4.864883
Castilla La Mancha,Toledo,Seseña,40.10443,-3.697418
Castilla La Mancha,Toledo,Sevilleja de la Jara,39.57607,-4.962416
Castilla La Mancha,Toledo,Sonseca,39.67621,-3.973744
Castilla La Mancha,Toledo,Sotillo de las Palomas,40.10486,-4.82735
Castilla La Mancha,Toledo,Talavera de la Reina,39.9598,-4.834432
Castilla La Mancha,Toledo,Tembleque,39.69833,-3.503289
Castilla La Mancha,Toledo,Toboso (El),39.51261,-2.99514
Castilla La Mancha,Toledo,Toledo,39.85678,-4.024476
Castilla La Mancha,Toledo,Torralba de Oropesa,39.9325,-5.15255
Castilla La Mancha,Toledo,Torre de Esteban Hambrán (La),40.16903,-4.217501
Castilla La Mancha,Toledo,Torrecilla de la Jara,39.70379,-4.771836
Castilla La Mancha,Toledo,Torrico,39.83018,-5.227055
Castilla La Mancha,Toledo,Torrijos,39.98128,-4.284419
Castilla La Mancha,Toledo,Totanés,39.71007,-4.226097
Castilla La Mancha,Toledo,Turleque,39.60171,-3.61375
Castilla La Mancha,Toledo,Ugena,40.15582,-3.876736
Castilla La Mancha,Toledo,Urda,39.41178,-3.716074
Castilla La Mancha,Toledo,Valdeverdeja,39.79899,-5.246643
Castilla La Mancha,Toledo,Valmojado,40.20454,-4.0909
Castilla La Mancha,Toledo,Velada,39.98071,-4.979115
Castilla La Mancha,Toledo,Ventas con Peña Aguilera (Las),39.61103,-4.230424
Castilla La Mancha,Toledo,Ventas de Retamosa (Las),40.15533,-4.113943
Castilla La Mancha,Toledo,Ventas de San Julián (Las),40.00876,-5.294204
Castilla La Mancha,Toledo,Villa de Don Fadrique (La),39.61808,-3.2179
Castilla La Mancha,Toledo,Villacañas,39.62555,-3.331701
Castilla La Mancha,Toledo,Villafranca de los Caballeros,39.42597,-3.359463
Castilla La Mancha,Toledo,Villaluenga de la Sagra,40.02728,-3.911721
Castilla La Mancha,Toledo,Villamiel de Toledo,39.98216,-4.126972
Castilla La Mancha,Toledo,Villaminaya,39.71175,-3.871097
Castilla La Mancha,Toledo,Villamuelas,39.81754,-3.732577
Castilla La Mancha,Toledo,Villanueva de Alcardete,39.6734,-3.012378
Castilla La Mancha,Toledo,Villanueva de Bogas,39.7242,-3.657612
Castilla La Mancha,Toledo,Villarejo de Montalbán,39.76913,-4.57295
Castilla La Mancha,Toledo,Villarrubia de Santiago,39.98702,-3.368908
Castilla La Mancha,Toledo,Villaseca de la Sagra,39.96093,-3.882071
Castilla La Mancha,Toledo,Villasequilla,39.87814,-3.73029
Castilla La Mancha,Toledo,Villatobas,39.90173,-3.32405
Castilla La Mancha,Toledo,Viso de San Juan (El),40.14274,-3.920716
Castilla La Mancha,Toledo,Yébenes (Los),39.58142,-3.870618
Castilla La Mancha,Toledo,Yeles,40.12237,-3.805358
Castilla La Mancha,Toledo,Yepes,39.90262,-3.622163
Castilla La Mancha,Toledo,Yuncler,40.04062,-3.903411
Castilla La Mancha,Toledo,Yunclillos,40.02176,-3.990554
Castilla La Mancha,Toledo,Yuncos,40.0842,-3.875736
Castilla León,Ávila,Adanero,40.94591,-4.606659
Castilla León,Ávila,Adrada (La),40.29935,-4.634857
Castilla León,Ávila,Albornos,40.83842,-4.881355
Castilla León,Ávila,Aldeanueva de Santa Cruz,40.38176,-5.419435
Castilla León,Ávila,Aldeaseca,41.04952,-4.817433
Castilla León,Ávila,Aldehuela (La),40.79458,-4.763939
Castilla León,Ávila,Amavida,40.57338,-5.066842
Castilla León,Ávila,Arenal (El),40.26487,-5.087197
Castilla León,Ávila,Arenas de San Pedro,40.20872,-5.091141
Castilla León,Ávila,Arevalillo,40.58731,-5.370576
Castilla León,Ávila,Arévalo,41.06443,-4.721681
Castilla León,Ávila,Aveinte,40.78237,-4.837343
Castilla León,Ávila,Avellaneda,40.38853,-5.388019
Castilla León,Ávila,Ávila,40.65642,-4.700323
Castilla León,Ávila,Barco de Ávila (El),40.35711,-5.523521
Castilla León,Ávila,Barraco (El),40.47881,-4.638284
Castilla León,Ávila,Barromán,41.06509,-4.931392
Castilla León,Ávila,Becedas,40.40503,-5.634871
Castilla León,Ávila,Becedillas,40.53734,-5.324924
Castilla León,Ávila,Bercial de Zapardiel,41.04642,-4.969301
Castilla León,Ávila,Berlanas (Las),40.80299,-4.760686
Castilla León,Ávila,Bernuy-Zapardiel,40.97598,-4.943945
Castilla León,Ávila,Berrocalejo de Aragona,40.69409,-4.594394
Castilla León,Ávila,Blascomillán,40.80138,-5.088691
Castilla León,Ávila,Blasconuño de Matacabras,41.1234,-4.990178
Castilla León,Ávila,Blascosancho,40.87781,-4.635879
Castilla León,Ávila,Bohodón (El),40.91633,-4.730068
Castilla León,Ávila,Bohoyo,40.31496,-5.441185
Castilla León,Ávila,Bonilla de la Sierra,40.53089,-5.264956
Castilla León,Ávila,Brabos,40.77847,-4.937897
Castilla León,Ávila,Bularros,40.72449,-4.865047
Castilla León,Ávila,Burgohondo,40.41368,-4.786215
Castilla León,Ávila,Cabezas de Alambre,40.9404,-4.842389
Castilla León,Ávila,Cabezas del Pozo,41.00153,-4.955734
Castilla León,Ávila,Cabezas del Villar,40.71527,-5.209755
Castilla León,Ávila,Cabizuela,40.90104,-4.800335
Castilla León,Ávila,Canales,41.00328,-4.900349
Castilla León,Ávila,Candeleda,40.15509,-5.239784
Castilla León,Ávila,Cantiveros,40.9527,-4.954445
Castilla León,Ávila,Cardeñosa,40.74177,-4.745263
Castilla León,Ávila,Carrera (La),40.34768,-5.554624
Castilla León,Ávila,Casas del Puerto,40.52906,-5.198162
Castilla León,Ávila,Casasola,40.66874,-4.826726
Castilla León,Ávila,Casavieja,40.28105,-4.766778
Castilla León,Ávila,Casillas,40.32428,-4.57237
Castilla León,Ávila,Castellanos de Zapardiel,41.08524,-4.909803
Castilla León,Ávila,Cebreros,40.45507,-4.464714
Castilla León,Ávila,Cepeda la Mora,40.45761,-5.048178
Castilla León,Ávila,Chamartín,40.70156,-4.958119
Castilla León,Ávila,Cillán,40.70498,-4.978228
Castilla León,Ávila,Cisla,40.96485,-5.012189
Castilla León,Ávila,Colilla (La),40.6473,-4.766521
Castilla León,Ávila,Collado de Contreras,40.88665,-4.927863
Castilla León,Ávila,Collado del Mirón,40.5528,-5.353886
Castilla León,Ávila,Constanzana,40.93854,-4.874399
Castilla León,Ávila,Crespos,40.87341,-4.969728
Castilla León,Ávila,Cuevas del Valle,40.29244,-5.010546
Castilla León,Ávila,Diego del Carpio,40.6625,-5.340833
Castilla León,Ávila,Donjimeno,40.95966,-4.845067
Castilla León,Ávila,Donvidas,41.08922,-4.807941
Castilla León,Ávila,Espinosa de los Caballeros,41.00935,-4.650817
Castilla León,Ávila,Flores de Ávila,40.93462,-5.078152
Castilla León,Ávila,Fontiveros,40.9306,-4.967885
Castilla León,Ávila,Fresnedilla,40.23157,-4.621687
Castilla León,Ávila,Fresno (El),40.61371,-4.757426
Castilla León,Ávila,Fuente el Saúz,40.97907,-4.910458
Castilla León,Ávila,Fuentes de Año,41.01748,-4.897614
Castilla León,Ávila,Gallegos de Altamiros,40.70929,-4.899144
Castilla León,Ávila,Gallegos de Sobrinos,40.71639,-5.111902
Castilla León,Ávila,Garganta del Villar,40.45007,-5.105528
Castilla León,Ávila,Gavilanes,40.27752,-4.851113
Castilla León,Ávila,Gemuño,40.59291,-4.782099
Castilla León,Ávila,Gil García,40.29817,-5.593304
Castilla León,Ávila,Gilbuena,40.41522,-5.605305
Castilla León,Ávila,Gimialcón,40.87731,-5.122354
Castilla León,Ávila,Gotarrendura,40.82674,-4.739214
Castilla León,Ávila,Grandes y San Martín,40.75497,-4.957851
Castilla León,Ávila,Guisando,40.22166,-5.139702
Castilla León,Ávila,Gutierre-Muñoz,40.98325,-4.638578
Castilla León,Ávila,Hernansancho,40.85752,-4.729424
Castilla León,Ávila,Herradón de Pinares,40.57639,-4.531389
Castilla León,Ávila,Herreros de Suso,40.80199,-5.038302
Castilla León,Ávila,Higuera de las Dueñas,40.23775,-4.601235
Castilla León,Ávila,Hija de Dios (La),40.53144,-4.965749
Castilla León,Ávila,Horcajada (La),40.43745,-5.466582
Castilla León,Ávila,Horcajo de las Torres,41.0651,-5.090805
Castilla León,Ávila,Hornillo (El),40.24966,-5.104175
Castilla León,Ávila,Hoyo de Pinares (El),40.50175,-4.422359
Castilla León,Ávila,Hoyocasero,40.39886,-4.975904
Castilla León,Ávila,Hoyorredondo,40.46219,-5.409976
Castilla León,Ávila,Hoyos de Miguel Muñoz,40.39286,-5.06712
Castilla León,Ávila,Hoyos del Collado,40.35938,-5.201206
Castilla León,Ávila,Hoyos del Espino,40.35726,-5.173525
Castilla León,Ávila,Hurtumpascual,40.69209,-5.112507
Castilla León,Ávila,Junciana,40.41014,-5.557674
Castilla León,Ávila,Langa,41.00771,-4.859519
Castilla León,Ávila,Lanzahíta,40.20398,-4.937142
Castilla León,Ávila,Llanos de Tormes (Los),40.32849,-5.500204
Castilla León,Ávila,Losar del Barco (El),40.39238,-5.539316
Castilla León,Ávila,Madrigal de las Altas Torres,41.08944,-4.998767
Castilla León,Ávila,Maello,40.81118,-4.5088
Castilla León,Ávila,Malpartida de Corneja,40.52113,-5.351212
Castilla León,Ávila,Mamblas,41.01953,-5.011209
Castilla León,Ávila,Mancera de Arriba,40.79102,-5.147208
Castilla León,Ávila,Manjabálago,40.6643,-5.076167
Castilla León,Ávila,Marlín,40.71137,-4.829782
Castilla León,Ávila,Martiherrero,40.67412,-4.781778
Castilla León,Ávila,Martínez,40.63086,-5.348361
Castilla León,Ávila,Mediana de Voltoya,40.7007,-4.563919
Castilla León,Ávila,Medinilla,40.43935,-5.617625
Castilla León,Ávila,Mengamuñoz,40.50863,-5.005374
Castilla León,Ávila,Mesegar de Corneja,40.50275,-5.301532
Castilla León,Ávila,Mijares,40.29747,-4.836677
Castilla León,Ávila,Mingorría,40.75072,-4.665422
Castilla León,Ávila,Mirón (El),40.53179,-5.405205
Castilla León,Ávila,Mironcillo,40.55497,-4.825576
Castilla León,Ávila,Mirueña de los Infanzones,40.73749,-5.090713
Castilla León,Ávila,Mombeltrán,40.25992,-5.01777
Castilla León,Ávila,Monsalupe,40.76863,-4.781026
Castilla León,Ávila,Moraleja de Matacabras,41.10721,-4.957326
Castilla León,Ávila,Muñana,40.59051,-5.014978
Castilla León,Ávila,Muñico,40.70657,-5.026659
Castilla León,Ávila,Muñogalindo,40.6028,-4.900547
Castilla León,Ávila,Muñogrande,40.82127,-4.922052
Castilla León,Ávila,Muñomer del Peco,40.85851,-4.880385
Castilla León,Ávila,Muñopepe,40.63546,-4.818228
Castilla León,Ávila,Muñosancho,40.92184,-5.035893
Castilla León,Ávila,Muñotello,40.54302,-5.040777
Castilla León,Ávila,Narrillos del Álamo,40.56697,-5.466862
Castilla León,Ávila,Narrillos del Rebollar,40.66433,-4.964759
Castilla León,Ávila,Narros de Saldueña,40.87524,-4.869534
Castilla León,Ávila,Narros del Castillo,40.85886,-5.059597
Castilla León,Ávila,Narros del Puerto,40.54162,-4.991971
Castilla León,Ávila,Nava de Arévalo,40.97843,-4.775988
Castilla León,Ávila,Nava del Barco,40.29252,-5.540213
Castilla León,Ávila,Navacepedilla de Corneja,40.48594,-5.184513
Castilla León,Ávila,Navadijos,40.42566,-5.08356
Castilla León,Ávila,Navaescurial,40.47199,-5.277838
Castilla León,Ávila,Navahondilla,40.32642,-4.495955
Castilla León,Ávila,Navalacruz,40.44016,-4.932515
Castilla León,Ávila,Navalmoral,40.45965,-4.7686
Castilla León,Ávila,Navalonguilla,40.27827,-5.501873
Castilla León,Ávila,Navalosa,40.40134,-4.931455
Castilla León,Ávila,Navalperal de Pinares,40.59454,-4.410842
Castilla León,Ávila,Navalperal de Tormes,40.35288,-5.300556
Castilla León,Ávila,Navaluenga,40.41096,-4.707685
Castilla León,Ávila,Navaquesera,40.42503,-4.908706
Castilla León,Ávila,Navarredonda de Gredos,40.36239,-5.13352
Castilla León,Ávila,Navarredondilla,40.45349,-4.821207
Castilla León,Ávila,Navarrevisca,40.36426,-4.89544
