comunidad_autonoma,provincia,poblacion,lat,lng
Castilla León,Soria,Rollamienta,41.92616,-2.531147
Castilla León,Soria,Royo (El),41.9084,-2.644564
Castilla León,Soria,Salduero,41.89009,-2.7993
Castilla León,Soria,San Esteban de Gormaz,41.57364,-3.205283
Castilla León,Soria,San Felices,41.93699,-2.027122
Castilla León,Soria,San Leonardo de Yagüe,41.82905,-3.066409
Castilla León,Soria,San Pedro Manrique,42.03022,-2.230739
Castilla León,Soria,Santa Cruz de Yanguas,42.06273,-2.448011
Castilla León,Soria,Santa María de Huerta,41.26341,-2.17574
Castilla León,Soria,Santa María de las Hoyas,41.77137,-3.14257
Castilla León,Soria,Serón de Nágima,41.49571,-2.201593
Castilla León,Soria,Soliedra,41.46981,-2.382168
Castilla León,Soria,Soria,41.7636,-2.464921
Castilla León,Soria,Sotillo del Rincón,41.93196,-2.602456
Castilla León,Soria,Suellacabras,41.85268,-2.223493
Castilla León,Soria,Tajahuerce,41.74019,-2.150867
Castilla León,Soria,Tajueco,41.53656,-2.849125
Castilla León,Soria,Talveila,41.7841,-2.966848
Castilla León,Soria,Tardelcuende,41.59547,-2.644528
Castilla León,Soria,Taroda,41.34843,-2.43388
Castilla León,Soria,Tejado,41.58828,-2.267788
Castilla León,Soria,Torlengua,41.45383,-2.163035
Castilla León,Soria,Torreblacos,41.66937,-2.87743
Castilla León,Soria,Torrubia de Soria,41.63026,-2.091279
Castilla León,Soria,Trévago,41.87391,-2.102242
Castilla León,Soria,Ucero,41.71712,-3.051048
Castilla León,Soria,Vadillo,41.79133,-3.00797
Castilla León,Soria,Valdeavellano de Tera,41.94262,-2.575202
Castilla León,Soria,Valdegeña,41.81672,-2.173599
Castilla León,Soria,Valdelagua del Cerro,41.8878,-2.11655
Castilla León,Soria,Valdemaluque,41.67344,-3.045409
Castilla León,Soria,Valdenebro,41.57103,-2.964019
Castilla León,Soria,Valdeprado,41.93788,-2.108309
Castilla León,Soria,Valderrodilla,41.56382,-2.808402
Castilla León,Soria,Valtajeros,41.93824,-2.221633
Castilla León,Soria,Velamazán,41.45012,-2.698464
Castilla León,Soria,Velilla de la Sierra,41.80911,-2.401653
Castilla León,Soria,Velilla de los Ajos,41.4906,-2.254761
Castilla León,Soria,Viana de Duero,41.53361,-2.460615
Castilla León,Soria,Villaciervos,41.76205,-2.626606
Castilla León,Soria,Villanueva de Gormaz,41.46755,-3.062313
Castilla León,Soria,Villar del Ala,41.91628,-2.566284
Castilla León,Soria,Villar del Campo,41.7889,-2.149196
Castilla León,Soria,Villar del Río,42.07545,-2.35151
Castilla León,Soria,Villares de Soria (Los),41.86448,-2.355851
Castilla León,Soria,Villasayas,41.35274,-2.610573
Castilla León,Soria,Villaseca de Arciel,41.62463,-2.161059
Castilla León,Soria,Vinuesa,41.91164,-2.762882
Castilla León,Soria,Vizmanos,42.02388,-2.407695
Castilla León,Soria,Vozmediano,41.83922,-1.855912
Castilla León,Soria,Yanguas,42.10143,-2.339636
Castilla León,Soria,Yelo,41.21052,-2.527779
Castilla León,Valladolid,Adalia,41.64888,-5.121545
Castilla León,Valladolid,Aguasal,41.27509,-4.652815
Castilla León,Valladolid,Aguilar de Campos,41.98422,-5.179518
Castilla León,Valladolid,Alaejos,41.30723,-5.217235
Castilla León,Valladolid,Alcazarén,41.36967,-4.672615
Castilla León,Valladolid,Aldea de San Miguel,41.45976,-4.614833
Castilla León,Valladolid,Aldeamayor de San Martín,41.51191,-4.640789
Castilla León,Valladolid,Almenara de Adaja,41.21382,-4.67709
Castilla León,Valladolid,Amusquillo,41.74875,-4.301386
Castilla León,Valladolid,Arroyo de la Encomienda,41.60952,-4.796458
Castilla León,Valladolid,Ataquines,41.18281,-4.802578
Castilla León,Valladolid,Bahabón,41.48133,-4.281538
Castilla León,Valladolid,Barcial de la Loma,41.95028,-5.284598
Castilla León,Valladolid,Barruelo del Valle,41.67421,-5.069644
Castilla León,Valladolid,Becilla de Valderaduey,42.09895,-5.219741
Castilla León,Valladolid,Benafarces,41.62082,-5.292621
Castilla León,Valladolid,Bercero,41.56435,-5.055943
Castilla León,Valladolid,Berceruelo,41.57958,-5.03342
Castilla León,Valladolid,Berrueces,41.94557,-5.097033
Castilla León,Valladolid,Bobadilla del Campo,41.20448,-5.021404
Castilla León,Valladolid,Bocigas,41.22874,-4.681275
Castilla León,Valladolid,Bocos de Duero,41.62429,-4.067605
Castilla León,Valladolid,Boecillo,41.5409,-4.699863
Castilla León,Valladolid,Bolaños de Campos,42.00658,-5.284452
Castilla León,Valladolid,Brahojos de Medina,41.23122,-5.043207
Castilla León,Valladolid,Bustillo de Chaves,42.13102,-5.091348
Castilla León,Valladolid,Cabezón de Pisuerga,41.73401,-4.645665
Castilla León,Valladolid,Cabezón de Valderaduey,42.16748,-5.15879
Castilla León,Valladolid,Cabreros del Monte,41.84864,-5.269816
Castilla León,Valladolid,Campaspero,41.49291,-4.199188
Castilla León,Valladolid,Campillo (El),41.25804,-5.014209
Castilla León,Valladolid,Camporredondo,41.47388,-4.504695
Castilla León,Valladolid,Canalejas de Peñafiel,41.52468,-4.115096
Castilla León,Valladolid,Canillas de Esgueva,41.7551,-4.124552
Castilla León,Valladolid,Carpio,41.21339,-5.11081
Castilla León,Valladolid,Casasola de Arión,41.57777,-5.240637
Castilla León,Valladolid,Castrejón de Trabancos,41.25175,-5.170398
Castilla León,Valladolid,Castrillo-Tejeriego,41.70313,-4.37122
Castilla León,Valladolid,Castrillo de Duero,41.57559,-4.014312
Castilla León,Valladolid,Castrobol,42.13713,-5.31488
Castilla León,Valladolid,Castrodeza,41.64812,-4.960594
Castilla León,Valladolid,Castromembibre,41.67348,-5.305367
Castilla León,Valladolid,Castromonte,41.77369,-5.040992
Castilla León,Valladolid,Castronuevo de Esgueva,41.68159,-4.588347
Castilla León,Valladolid,Castronuño,41.38883,-5.260547
Castilla León,Valladolid,Castroponce,42.12659,-5.182605
Castilla León,Valladolid,Castroverde de Cerrato,41.75579,-4.221106
Castilla León,Valladolid,Ceinos de Campos,42.03264,-5.149274
Castilla León,Valladolid,Cervillego de la Cruz,41.18686,-4.949173
Castilla León,Valladolid,Cigales,41.75821,-4.699579
Castilla León,Valladolid,Ciguñuela,41.64066,-4.857165
Castilla León,Valladolid,Cistérniga,41.61322,-4.689145
Castilla León,Valladolid,Cogeces de Íscar,41.4059,-4.544879
Castilla León,Valladolid,Cogeces del Monte,41.51111,-4.316231
Castilla León,Valladolid,Corcos,41.8103,-4.693007
Castilla León,Valladolid,Corrales de Duero,41.67221,-4.047909
Castilla León,Valladolid,Cubillas de Santa Marta,41.8319,-4.61599
Castilla León,Valladolid,Cuenca de Campos,42.05845,-5.055309
Castilla León,Valladolid,Curiel de Duero,41.63913,-4.099914
Castilla León,Valladolid,Encinas de Esgueva,41.75776,-4.102208
Castilla León,Valladolid,Esguevillas de Esgueva,41.75099,-4.379343
Castilla León,Valladolid,Fombellida,41.7668,-4.184987
Castilla León,Valladolid,Fompedraza,41.53621,-4.145766
Castilla León,Valladolid,Fontihoyuelo,42.16209,-5.05728
Castilla León,Valladolid,Fresno el Viejo,41.19566,-5.145677
Castilla León,Valladolid,Fuensaldaña,41.70668,-4.764007
Castilla León,Valladolid,Fuente-Olmedo,41.24357,-4.647348
Castilla León,Valladolid,Fuente el Sol,41.17568,-4.93534
Castilla León,Valladolid,Gallegos de Hornija,41.60977,-5.098537
Castilla León,Valladolid,Gatón de Campos,42.04918,-4.980626
Castilla León,Valladolid,Geria,41.57863,-4.87641
Castilla León,Valladolid,Herrín de Campos,42.12391,-4.952713
Castilla León,Valladolid,Hornillos de Eresma,41.36749,-4.717906
Castilla León,Valladolid,Íscar,41.36171,-4.535896
Castilla León,Valladolid,Laguna de Duero,41.58331,-4.721731
Castilla León,Valladolid,Langayo,41.56949,-4.197915
Castilla León,Valladolid,Llano de Olmedo,41.2671,-4.61457
Castilla León,Valladolid,Lomoviejo,41.1489,-4.917227
Castilla León,Valladolid,Manzanillo,41.58631,-4.18839
Castilla León,Valladolid,Marzales,41.58697,-5.133875
Castilla León,Valladolid,Matapozuelos,41.41465,-4.79148
Castilla León,Valladolid,Matilla de los Caños,41.54636,-4.969812
Castilla León,Valladolid,Mayorga,42.16557,-5.265478
Castilla León,Valladolid,Medina de Rioseco,41.88319,-5.04281
Castilla León,Valladolid,Medina del Campo,41.30819,-4.921706
Castilla León,Valladolid,Megeces,41.40743,-4.566763
Castilla León,Valladolid,Melgar de Abajo,42.24331,-5.142038
Castilla León,Valladolid,Melgar de Arriba,42.26829,-5.097692
Castilla León,Valladolid,Mojados,41.43191,-4.66421
Castilla León,Valladolid,Monasterio de Vega,42.23006,-5.180848
Castilla León,Valladolid,Montealegre de Campos,41.90254,-4.899598
Castilla León,Valladolid,Montemayor de Pililla,41.5081,-4.453449
Castilla León,Valladolid,Moral de la Reina,41.98571,-5.073148
Castilla León,Valladolid,Moraleja de las Panaderas,41.27649,-4.82498
Castilla León,Valladolid,Morales de Campos,41.85982,-5.172205
Castilla León,Valladolid,Mota del Marqués,41.63143,-5.175766
Castilla León,Valladolid,Mucientes,41.74359,-4.762154
Castilla León,Valladolid,Mudarra (La),41.78017,-4.944046
Castilla León,Valladolid,Muriel,41.1224,-4.842773
Castilla León,Valladolid,Nava del Rey,41.33257,-5.079111
Castilla León,Valladolid,Nueva Villa de las Torres,41.26737,-5.055866
Castilla León,Valladolid,Olivares de Duero,41.63832,-4.364395
Castilla León,Valladolid,Olmedo,41.28892,-4.683382
Castilla León,Valladolid,Olmos de Esgueva,41.68826,-4.521373
Castilla León,Valladolid,Olmos de Peñafiel,41.57186,-4.042383
Castilla León,Valladolid,Palazuelo de Vedija,41.9293,-5.145377
Castilla León,Valladolid,Parrilla (La),41.53615,-4.530541
Castilla León,Valladolid,Pedraja de Portillo (La),41.47289,-4.643072
Castilla León,Valladolid,Pedrajas de San Esteban,41.33928,-4.580059
Castilla León,Valladolid,Pedrosa del Rey,41.55623,-5.206253
Castilla León,Valladolid,Peñafiel,41.59464,-4.118107
Castilla León,Valladolid,Peñaflor de Hornija,41.71133,-4.982425
Castilla León,Valladolid,Pesquera de Duero,41.64265,-4.157403
Castilla León,Valladolid,Piña de Esgueva,41.72896,-4.427324
Castilla León,Valladolid,Piñel de Abajo,41.67442,-4.147386
Castilla León,Valladolid,Piñel de Arriba,41.69944,-4.127923
Castilla León,Valladolid,Pollos,41.44472,-5.127767
Castilla León,Valladolid,Portillo,41.47901,-4.588226
Castilla León,Valladolid,Pozal de Gallinas,41.3185,-4.836321
Castilla León,Valladolid,Pozaldez,41.37178,-4.842025
Castilla León,Valladolid,Pozuelo de la Orden,41.82155,-5.25949
Castilla León,Valladolid,Puras,41.18361,-4.649365
Castilla León,Valladolid,Quintanilla de Arriba,41.62019,-4.215496
Castilla León,Valladolid,Quintanilla de Onésimo,41.62392,-4.363746
Castilla León,Valladolid,Quintanilla de Trigueros,41.85495,-4.659084
Castilla León,Valladolid,Quintanilla del Molar,41.98919,-5.448556
Castilla León,Valladolid,Rábano,41.53273,-4.060755
Castilla León,Valladolid,Ramiro,41.22869,-4.786329
Castilla León,Valladolid,Renedo de Esgueva,41.65422,-4.627491
Castilla León,Valladolid,Roales de Campos,42.03042,-5.47572
Castilla León,Valladolid,Robladillo,41.60846,-4.909862
Castilla León,Valladolid,Roturas,41.66783,-4.11888
Castilla León,Valladolid,Rubí de Bracamonte,41.2146,-4.924096
Castilla León,Valladolid,Rueda,41.41413,-4.957104
Castilla León,Valladolid,Saelices de Mayorga,42.2113,-5.206796
Castilla León,Valladolid,Salvador de Zapardiel,41.11658,-4.87457
Castilla León,Valladolid,San Cebrián de Mazote,41.68003,-5.150565
Castilla León,Valladolid,San Llorente,41.68693,-4.064864
Castilla León,Valladolid,San Martín de Valvení,41.75298,-4.566612
Castilla León,Valladolid,San Miguel del Arroyo,41.4424,-4.457754
Castilla León,Valladolid,San Miguel del Pino,41.50928,-4.911283
Castilla León,Valladolid,San Pablo de la Moraleja,41.1605,-4.777665
Castilla León,Valladolid,San Pedro de Latarce,41.73582,-5.325758
Castilla León,Valladolid,San Pelayo,41.67999,-5.033651
Castilla León,Valladolid,San Román de Hornija,41.48179,-5.282981
Castilla León,Valladolid,San Salvador,41.61988,-5.086821
Castilla León,Valladolid,San Vicente del Palacio,41.21934,-4.851441
Castilla León,Valladolid,Santa Eufemia del Arroyo,41.89495,-5.266917
Castilla León,Valladolid,Santervás de Campos,42.21807,-5.101006
Castilla León,Valladolid,Santibáñez de Valcorba,41.57038,-4.447528
Castilla León,Valladolid,Santovenia de Pisuerga,41.69658,-4.688344
Castilla León,Valladolid,Sardón de Duero,41.60773,-4.43022
Castilla León,Valladolid,Seca (La),41.41461,-4.907119
Castilla León,Valladolid,Serrada,41.4593,-4.861142
Castilla León,Valladolid,Siete Iglesias de Trabancos,41.35193,-5.184703
Castilla León,Valladolid,Simancas,41.59023,-4.826713
Castilla León,Valladolid,Tamariz de Campos,41.97712,-5.023392
Castilla León,Valladolid,Tiedra,41.65174,-5.267083
Castilla León,Valladolid,Tordehumos,41.81499,-5.161331
Castilla León,Valladolid,Tordesillas,41.50165,-4.999127
Castilla León,Valladolid,Torre de Esgueva,41.76805,-4.199917
Castilla León,Valladolid,Torre de Peñafiel,41.53635,-4.088619
Castilla León,Valladolid,Torrecilla de la Abadesa,41.48503,-5.089311
Castilla León,Valladolid,Torrecilla de la Orden,41.21923,-5.224626
Castilla León,Valladolid,Torrecilla de la Torre,41.66607,-5.04868
Castilla León,Valladolid,Torrelobatón,41.64796,-5.025541
Castilla León,Valladolid,Torrescárcela,41.48461,-4.318077
Castilla León,Valladolid,Traspinedo,41.57597,-4.472253
Castilla León,Valladolid,Trigueros del Valle,41.83005,-4.650744
Castilla León,Valladolid,Tudela de Duero,41.58638,-4.581106
Castilla León,Valladolid,Unión de Campos (La),42.07698,-5.325425
Castilla León,Valladolid,Urones de Castroponce,42.09862,-5.28183
Castilla León,Valladolid,Urueña,41.72711,-5.203532
Castilla León,Valladolid,Valbuena de Duero,41.64257,-4.291222
Castilla León,Valladolid,Valdearcos de la Vega,41.6428,-4.047462
Castilla León,Valladolid,Valdenebro de los Valles,41.85567,-4.969822
Castilla León,Valladolid,Valdestillas,41.47604,-4.770289
Castilla León,Valladolid,Valdunquillo,42.04168,-5.315187
Castilla León,Valladolid,Valladolid,41.65295,-4.728388
Castilla León,Valladolid,Valoria la Buena,41.79931,-4.53069
Castilla León,Valladolid,Valverde de Campos,41.83491,-5.037402
Castilla León,Valladolid,Vega de Ruiponce,42.18827,-5.114545
Castilla León,Valladolid,Vega de Valdetronco,41.59465,-5.113495
Castilla León,Valladolid,Velascálvaro,41.23012,-4.972027
Castilla León,Valladolid,Velilla,41.55871,-5.004748
Castilla León,Valladolid,Velliza,41.57899,-4.94632
Castilla León,Valladolid,Ventosa de la Cuesta,41.41161,-4.827693
Castilla León,Valladolid,Viana de Cega,41.52876,-4.752031
Castilla León,Valladolid,Villabáñez,41.63094,-4.520939
Castilla León,Valladolid,Villabaruz de Campos,42.01052,-4.996163
Castilla León,Valladolid,Villabrágima,41.82352,-5.11295
Castilla León,Valladolid,Villacarralón,42.18966,-5.044178
Castilla León,Valladolid,Villacid de Campos,42.08236,-5.124511
Castilla León,Valladolid,Villaco,41.74004,-4.269073
Castilla León,Valladolid,Villafrades de Campos,42.07774,-4.97097
Castilla León,Valladolid,Villafranca de Duero,41.43247,-5.302143
Castilla León,Valladolid,Villafrechós,41.89216,-5.218182
Castilla León,Valladolid,Villafuerte,41.73453,-4.323468
Castilla León,Valladolid,Villagarcía de Campos,41.78133,-5.193034
Castilla León,Valladolid,Villagómez la Nueva,42.15588,-5.142063
Castilla León,Valladolid,Villalán de Campos,42.0142,-5.236223
Castilla León,Valladolid,Villalar de los Comuneros,41.55013,-5.137988
Castilla León,Valladolid,Villalba de la Loma,42.17392,-5.19063
Castilla León,Valladolid,Villalba de los Alcores,41.86347,-4.860106
Castilla León,Valladolid,Villalbarba,41.60315,-5.213946
Castilla León,Valladolid,Villalón de Campos,42.09926,-5.033988
Castilla León,Valladolid,Villamuriel de Campos,41.94611,-5.207434
Castilla León,Valladolid,Villán de Tordesillas,41.59267,-4.922626
Castilla León,Valladolid,Villanubla,41.69872,-4.841893
Castilla León,Valladolid,Villanueva de Duero,41.51768,-4.868396
Castilla León,Valladolid,Villanueva de la Condesa,42.1483,-5.095984
Castilla León,Valladolid,Villanueva de los Caballeros,41.7588,-5.246779
Castilla León,Valladolid,Villanueva de los Infantes,41.70337,-4.483085
Castilla León,Valladolid,Villanueva de San Mancio,41.92846,-5.012552
Castilla León,Valladolid,Villardefrades,41.72253,-5.255296
Castilla León,Valladolid,Villarmentero de Esgueva,41.68486,-4.546052
Castilla León,Valladolid,Villasexmir,41.63921,-5.065523
Castilla León,Valladolid,Villavaquerín,41.66353,-4.461882
Castilla León,Valladolid,Villavellid,41.69168,-5.276934
Castilla León,Valladolid,Villaverde de Medina,41.30785,-5.025022
Castilla León,Valladolid,Villavicencio de los Caballeros,42.05785,-5.23492
Castilla León,Valladolid,Viloria,41.4459,-4.385375
Castilla León,Valladolid,Wamba,41.67567,-4.916654
Castilla León,Valladolid,Zaratán,41.661,-4.78407
Castilla León,Valladolid,Zarza (La),41.26155,-4.770861
Castilla León,Zamora,Abezames,41.62556,-5.42627
Castilla León,Zamora,Alcañices,41.69968,-6.347962
Castilla León,Zamora,Alcubilla de Nogales,42.12698,-5.922181
Castilla León,Zamora,Alfaraz de Sayago,41.22837,-5.984178
Castilla León,Zamora,Algodre,41.56566,-5.604549
Castilla León,Zamora,Almaraz de Duero,41.47585,-5.916526
Castilla León,Zamora,Almeida de Sayago,41.26749,-6.075056
Castilla León,Zamora,Andavías,41.59714,-5.861349
Castilla León,Zamora,Arcenillas,41.45603,-5.685144
Castilla León,Zamora,Arcos de la Polvorosa,41.94452,-5.697485
Castilla León,Zamora,Argañín,41.43971,-6.210151
Castilla León,Zamora,Argujillo,41.31175,-5.587892
Castilla León,Zamora,Arquillinos,41.7089,-5.65604
Castilla León,Zamora,Arrabalde,42.10757,-5.89513
Castilla León,Zamora,Aspariegos,41.67374,-5.598475
Castilla León,Zamora,Asturianos,42.0513,-6.488429
Castilla León,Zamora,Ayoó de Vidriales,42.12857,-6.066718
Castilla León,Zamora,Barcial del Barco,41.9342,-5.664173
Castilla León,Zamora,Belver de los Montes,41.72264,-5.450851
Castilla León,Zamora,Benavente,42.00302,-5.67408
Castilla León,Zamora,Benegiles,41.62679,-5.63523
Castilla León,Zamora,Bermillo de Sayago,41.36691,-6.112085
Castilla León,Zamora,Bóveda de Toro (La),41.34445,-5.410796
Castilla León,Zamora,Bretó,41.88187,-5.738333
Castilla León,Zamora,Bretocino,41.88337,-5.75509
Castilla León,Zamora,Brime de Sog,42.06126,-6.047415
Castilla León,Zamora,Brime de Urz,42.03791,-5.873266
Castilla León,Zamora,Burganes de Valverde,41.92078,-5.781086
Castilla León,Zamora,Bustillo del Oro,41.67456,-5.461473
Castilla León,Zamora,Cabañas de Sayago,41.33308,-5.790706
Castilla León,Zamora,Calzadilla de Tera,41.98003,-6.082464
Castilla León,Zamora,Camarzana de Tera,41.99437,-6.029578
Castilla León,Zamora,Cañizal,41.16766,-5.368752
Castilla León,Zamora,Cañizo,41.7682,-5.503342
Castilla León,Zamora,Carbajales de Alba,41.6543,-5.996867
Castilla León,Zamora,Carbellino,41.23024,-6.147641
Castilla León,Zamora,Casaseca de Campeán,41.374,-5.745715
Castilla León,Zamora,Casaseca de las Chanas,41.43753,-5.675618
Castilla León,Zamora,Castrillo de la Guareña,41.22996,-5.326252
Castilla León,Zamora,Castrogonzalo,41.99119,-5.60379
Castilla León,Zamora,Castronuevo,41.72164,-5.543403
Castilla León,Zamora,Castroverde de Campos,41.96999,-5.315088
Castilla León,Zamora,Cazurra,41.41532,-5.70374
Castilla León,Zamora,Cerecinos de Campos,41.90046,-5.486743
Castilla León,Zamora,Cerecinos del Carrizal,41.68334,-5.653087
Castilla León,Zamora,Cernadilla,42.02177,-6.416376
Castilla León,Zamora,Cobreros,42.07391,-6.701635
Castilla León,Zamora,Coomonte,42.11526,-5.813346
Castilla León,Zamora,Coreses,41.54818,-5.622248
Castilla León,Zamora,Corrales,41.35688,-5.728258
Castilla León,Zamora,Cotanes del Monte,41.81778,-5.290119
Castilla León,Zamora,Cubillos,41.57485,-5.739423
Castilla León,Zamora,Cubo de Benavente,42.12366,-6.163151
Castilla León,Zamora,Cubo de Tierra del Vino (El),41.25497,-5.710864
Castilla León,Zamora,Cuelgamures,41.30611,-5.659101
Castilla León,Zamora,Entrala,41.43003,-5.754858
Castilla León,Zamora,Espadañedo,42.11662,-6.394867
Castilla León,Zamora,Faramontanos de Tábara,41.83649,-5.888256
Castilla León,Zamora,Fariza,41.41667,-6.266667
Castilla León,Zamora,Fermoselle,41.31866,-6.39788
Castilla León,Zamora,Ferreras de Abajo,41.89679,-6.078787
Castilla León,Zamora,Ferreras de Arriba,41.89884,-6.195314
Castilla León,Zamora,Ferreruela,41.76718,-6.071509
Castilla León,Zamora,Figueruela de Arriba,41.86859,-6.443063
Castilla León,Zamora,Fonfría,41.63623,-6.137211
Castilla León,Zamora,Fresno de la Polvorosa,42.08349,-5.770079
Castilla León,Zamora,Fresno de la Ribera,41.52824,-5.569556
Castilla León,Zamora,Fresno de Sayago,41.31802,-5.970781
Castilla León,Zamora,Friera de Valverde,41.91359,-5.839627
Castilla León,Zamora,Fuente Encalada,42.11067,-5.996864
Castilla León,Zamora,Fuentelapeña,41.2514,-5.385036
Castilla León,Zamora,Fuentes de Ropel,42.00295,-5.545268
Castilla León,Zamora,Fuentesaúco,41.22937,-5.496713
Castilla León,Zamora,Fuentesecas,41.63063,-5.472446
Castilla León,Zamora,Fuentespreadas,41.32538,-5.629234
Castilla León,Zamora,Galende,42.10423,-6.66264
Castilla León,Zamora,Gallegos del Pan,41.59971,-5.581542
Castilla León,Zamora,Gallegos del Río,41.73461,-6.174462
Castilla León,Zamora,Gamones,41.46791,-6.179503
Castilla León,Zamora,Gema,41.41839,-5.649582
Castilla León,Zamora,Granja de Moreruela,41.81026,-5.738972
Castilla León,Zamora,Granucillo,42.05192,-5.927413
Castilla León,Zamora,Guarrate,41.29083,-5.440093
Castilla León,Zamora,Hermisende,41.96882,-6.896557
Castilla León,Zamora,Hiniesta (La),41.55196,-5.798841
Castilla León,Zamora,Jambrina,41.39359,-5.66548
Castilla León,Zamora,Justel,42.14902,-6.295616
Castilla León,Zamora,Losacino,41.68103,-6.079524
Castilla León,Zamora,Losacio,41.71165,-6.041149
Castilla León,Zamora,Lubián,42.03475,-6.907969
Castilla León,Zamora,Luelmo,41.43972,-6.135349
Castilla León,Zamora,Maderal (El),41.28205,-5.622956
Castilla León,Zamora,Madridanos,41.47917,-5.60492
Castilla León,Zamora,Mahide,41.86884,-6.378888
Castilla León,Zamora,Maire de Castroponce,42.1115,-5.784377
Castilla León,Zamora,Malva,41.65389,-5.488196
Castilla León,Zamora,Manganeses de la Lampreana,41.75029,-5.708719
Castilla León,Zamora,Manganeses de la Polvorosa,42.03474,-5.747342
Castilla León,Zamora,Manzanal de Arriba,41.99262,-6.439965
Castilla León,Zamora,Manzanal de los Infantes,42.05352,-6.381474
Castilla León,Zamora,Manzanal del Barco,41.63563,-5.947888
Castilla León,Zamora,Matilla de Arzón,42.10477,-5.642883
Castilla León,Zamora,Matilla la Seca,41.57957,-5.500398
Castilla León,Zamora,Mayalde,41.25058,-5.799061
Castilla León,Zamora,Melgar de Tera,41.96627,-6.014576
Castilla León,Zamora,Micereces de Tera,41.98883,-5.871043
Castilla León,Zamora,Milles de la Polvorosa,41.92376,-5.73349
Castilla León,Zamora,Molacillos,41.58272,-5.659222
Castilla León,Zamora,Molezuelas de la Carballeda,42.08193,-6.18819
Castilla León,Zamora,Mombuey,42.02358,-6.331174
Castilla León,Zamora,Monfarracinos,41.55409,-5.707613
Castilla León,Zamora,Montamarta,41.64717,-5.803022
Castilla León,Zamora,Moral de Sayago,41.47213,-6.101016
Castilla León,Zamora,Moraleja de Sayago,41.1696,-6.003465
Castilla León,Zamora,Moraleja del Vino,41.46376,-5.656368
Castilla León,Zamora,Morales de Rey,42.06709,-5.787639
Castilla León,Zamora,Morales de Toro,41.53684,-5.30874
Castilla León,Zamora,Morales de Valverde,41.94007,-5.889878
Castilla León,Zamora,Morales del Vino,41.44627,-5.730685
Castilla León,Zamora,Moralina,41.48946,-6.138382
Castilla León,Zamora,Moreruela de los Infanzones,41.63131,-5.707095
Castilla León,Zamora,Moreruela de Tábara,41.79896,-5.871067
Castilla León,Zamora,Muelas de los Caballeros,42.12816,-6.337414
Castilla León,Zamora,Muelas del Pan,41.52235,-5.970935
Castilla León,Zamora,Muga de Sayago,41.38985,-6.200223
Castilla León,Zamora,Navianos de Valverde,41.95367,-5.816779
Castilla León,Zamora,Olmillos de Castro,41.73166,-5.968933
Castilla León,Zamora,Otero de Bodas,41.93908,-6.150916
Castilla León,Zamora,Pajares de la Lampreana,41.71527,-5.693298
Castilla León,Zamora,Palacios de Sanabria,42.05492,-6.527011
Castilla León,Zamora,Palacios del Pan,41.60201,-5.878004
Castilla León,Zamora,Pedralba de la Pradería,42.02699,-6.696118
Castilla León,Zamora,Pego (El),41.33313,-5.469155
Castilla León,Zamora,Peleagonzalo,41.48209,-5.481819
Castilla León,Zamora,Peleas de Abajo,41.39314,-5.690228
Castilla León,Zamora,Peñausende,41.28651,-5.867489
Castilla León,Zamora,Peque,42.07368,-6.275544
Castilla León,Zamora,Perdigón (El),41.41178,-5.75276
Castilla León,Zamora,Pereruela,41.41685,-5.878694
Castilla León,Zamora,Perilla de Castro,41.7263,-5.876451
Castilla León,Zamora,Pías,42.08604,-6.999522
Castilla León,Zamora,Piedrahita de Castro,41.68077,-5.728707
Castilla León,Zamora,Piñero (El),41.35305,-5.588658
Castilla León,Zamora,Pinilla de Toro,41.62759,-5.365041
Castilla León,Zamora,Pino del Oro,41.57572,-6.121059
Castilla León,Zamora,Pobladura de Valderaduey,41.70046,-5.541673
Castilla León,Zamora,Pobladura del Valle,42.10258,-5.734234
Castilla León,Zamora,Porto,42.16727,-6.899445
Castilla León,Zamora,Pozoantiguo,41.59727,-5.437146
Castilla León,Zamora,Pozuelo de Tábara,41.78445,-5.896112
Castilla León,Zamora,Prado,41.9208,-5.419494
Castilla León,Zamora,Puebla de Sanabria,42.05469,-6.633974
Castilla León,Zamora,Pueblica de Valverde,41.91929,-5.898464
Castilla León,Zamora,Quintanilla de Urz,42.0327,-5.849413
Castilla León,Zamora,Quintanilla del Monte,41.86658,-5.350849
Castilla León,Zamora,Quintanilla del Olmo,41.90582,-5.40782
Castilla León,Zamora,Quiruelas de Vidriales,42.01833,-5.829408
Castilla León,Zamora,Rabanales,41.74181,-6.278148
Castilla León,Zamora,Rábano de Aliste,41.74501,-6.433179
Castilla León,Zamora,Requejo,42.03069,-6.742645
Castilla León,Zamora,Revellinos,41.89074,-5.568875
Castilla León,Zamora,Riofrío de Aliste,41.81529,-6.17722
Castilla León,Zamora,Rionegro del Puente,42.0066,-6.227447
Castilla León,Zamora,Roales,42.03042,-5.47572
Castilla León,Zamora,Robleda-Cervantes,42.0836,-6.594377
Castilla León,Zamora,Roelos de Sayago,41.25261,-6.172409
Castilla León,Zamora,Rosinos de la Requejada,42.08427,-6.53371
Castilla León,Zamora,Salce,41.27005,-6.219661
Castilla León,Zamora,Samir de los Caños,41.67188,-6.165546
Castilla León,Zamora,San Agustín del Pozo,41.88549,-5.594348
Castilla León,Zamora,San Cebrián de Castro,41.70518,-5.756526
Castilla León,Zamora,San Cristóbal de Entreviñas,42.04623,-5.63461
